Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33
Probe 1107	0.269094	0.077973	0.508350	0.108410	0.240478	0.830375	0.333254	-0.368372	0.143369	-0.152535	-0.059954	0.666770	-0.179917	0.480714	-0.964201	1.235823	0.676295	-0.252770	-0.069680	0.135176	-0.942764	0.111312	0.594200	-0.845192	0.505615	-1.254576	-0.310265	0.907410	0.742892	0.243224	0.681479	0.097928	0.016425
Probe 1108	0.959691	0.987242	0.923000	0.728179	-0.106637	-0.520070	-1.089008	-0.720704	-1.222540	-2.414821	0.283712	-0.896582	-0.005681	0.861856	0.490044	0.804702	1.094190	0.334248	-0.193904	-1.016736	-1.629303	0.801448	0.636310	0.974375	0.660153	-0.204270	-0.467472	0.557281	0.690811	-1.641115	0.872123	-0.286116	-0.805712
Probe 1109	0.918166	1.274298	-1.026199	0.838285	0.665349	0.758149	-0.046928	0.033955	-1.026199	-1.026199	1.398719	-0.893666	-1.026199	0.097362	0.613006	-1.026199	0.918659	-1.026199	1.311247	-1.026199	-1.026199	0.864397	0.893802	-0.426155	0.508305	-0.535890	-1.026199	-0.367552	0.186122	-1.026199	-0.270837	-1.026199	1.220713
Probe 1110	0.691629	-0.645506	1.023456	1.091500	-0.419538	-0.514502	-0.555514	-1.072723	0.184984	-0.534594	0.023781	0.308025	0.454887	0.804348	0.109413	1.065099	0.609129	-0.027247	-0.144889	-0.569146	-1.181506	0.039516	1.142700	0.035820	-0.190393	-0.057624	-0.503003	0.300322	-0.619564	-0.957432	0.623019	0.468093	0.037421
Probe 1111	0.632045	-1.125858	0.980068	1.031025	0.520717	-0.557710	0.628299	1.445671	-0.127030	-0.939829	-0.458903	0.200116	0.699004	1.204969	-0.595714	2.689988	0.244020	1.697420	-0.935569	-0.083862	1.262248	-1.687128	-0.439850	-1.741161	-2.748748	-1.469277	-1.279207	-0.138805	3.739158	-1.448648	1.463034	0.416224	-1.719883
Probe 1112	-0.233964	1.364863	-1.269169	0.390446	0.710790	0.247699	0.297863	-0.494214	0.855431	-0.479832	0.423641	1.128148	0.350038	0.020853	-1.264092	0.446696	-0.298315	0.224915	1.955667	0.375990	-0.320651	0.423585	0.376596	-1.269169	0.922365	-1.202359	-0.189347	-0.446596	-0.535025	0.030932	-0.782146	0.085330	1.594273
Probe 1113	0.046916	1.750792	0.192551	1.223159	1.586617	0.456773	0.100819	-3.281534	1.581765	0.503157	0.999938	-0.689569	2.661230	-0.537133	1.941704	0.246449	1.783263	0.485676	0.332554	0.337249	0.568804	-0.609758	0.435538	0.133321	1.891497	-3.281534	-2.610073	-1.078395	-0.154349	1.454656	-1.458306	-0.956014	-1.543300
Probe 1114	0.817935	0.267251	0.371319	2.331836	0.158669	-1.067789	-0.853773	-1.067789	-0.134270	-0.940837	-0.635591	-1.067789	0.369214	1.616311	-0.039812	1.738679	0.697746	1.278786	-1.067789	-0.101539	0.133372	0.294491	2.076880	-0.617258	-1.067789	-1.067789	0.287916	-0.208289	-0.000623	-1.067789	0.811172	0.329778	-1.067789
Probe 1115	-0.305522	-0.637444	1.430216	1.824680	-0.637444	-0.637444	-0.637444	0.373355	1.412193	-0.637444	-0.637444	-0.443219	0.777817	2.592383	-0.637444	0.400349	-0.637444	0.300979	-0.637444	-0.637444	0.300682	-0.637444	2.066571	-0.629857	-0.637444	-0.637444	-0.637444	-0.637444	1.623120	-0.637444	-0.637444	-0.456975	-0.637444
Probe 1116	-0.667933	-0.667933	1.959666	-0.667933	-0.667933	-0.667933	-0.667933	0.588501	-0.667933	-0.667933	-0.667933	-0.667933	0.033132	1.640468	-0.667933	1.536219	-0.667933	3.737398	-0.667933	-0.667933	-0.667933	-0.667933	-0.667933	-0.667933	-0.667933	-0.667933	-0.667933	4.051881	5.122521	-0.667933	0.183431	-0.667933	-0.667933
Probe 1117	3.050535	1.435242	-0.686856	0.417959	0.467133	1.329366	0.148172	-0.686856	-0.686856	0.627455	0.948239	-0.686856	0.024441	0.701469	-0.155710	-0.686856	-0.686856	-0.686856	0.756790	0.238657	-0.686856	-0.686856	-0.090112	-0.623986	1.030026	-0.254649	0.149870	-0.686856	-0.686856	0.143321	0.671009	-0.348845	1.533705
Probe 1118	-0.625705	-0.625705	1.759296	0.080560	-0.625705	-0.625705	-0.625705	-0.429812	-0.281324	-0.625705	-0.625705	1.609861	0.491681	1.815627	-0.625705	2.220969	-0.625705	1.720870	-0.625705	-0.625705	-0.625705	-0.625705	1.758310	-0.625705	-0.625705	-0.625705	-0.625705	-0.625705	0.441461	-0.625705	2.597487	-0.115928	-0.625705
Probe 1119	-0.422204	-0.422204	0.550819	-0.422204	-0.422204	0.526303	0.659773	-0.422204	0.749112	0.043464	-0.422204	-0.310836	1.373253	0.025359	-0.422204	0.346128	-0.422204	0.266860	-0.422204	0.523821	1.282479	-0.422204	4.323631	-0.422204	-0.211334	-0.422204	-0.403908	-0.422204	-0.422204	0.738301	-0.422204	-0.422204	-0.422204
Probe 1120	0.652934	0.610604	-1.389848	0.834734	0.762551	0.411116	0.413416	-2.237814	1.277127	0.288988	0.453914	0.353464	0.941020	-1.917875	0.200575	-1.468528	-1.338823	-0.279493	0.791403	0.573377	0.428369	0.671641	-0.193999	0.281937	1.271574	-1.138124	1.487580	-1.196782	-0.592994	0.593661	-0.896969	-0.439310	-0.052958
Probe 1121	-0.108117	3.524071	-0.070462	-1.325733	2.177704	0.666981	-1.243850	-1.041892	-0.531247	0.005444	0.149857	4.077140	0.177173	-0.355991	0.364766	-1.709117	-0.634773	-0.621384	0.460447	0.174594	-0.858801	-0.877349	-0.033883	-1.147049	0.347674	-2.018823	-0.558065	-1.511514	0.867704	0.017103	0.855575	2.240014	-0.615345
Probe 1122	-0.495069	-0.151565	2.634261	2.425040	-0.681277	-1.276298	0.999465	-0.994676	-1.276298	-1.276298	-1.276298	-1.276298	-1.276298	2.293424	-1.276298	2.804917	-0.681750	2.146734	-1.276298	0.393735	0.590569	-1.276298	3.867234	-1.276298	-1.276298	0.473878	-1.276298	1.237643	2.090114	-1.276298	-0.749962	0.823340	-1.276298
Probe 1123	0.863543	-0.440372	-1.440309	-0.210091	-0.307437	0.260557	-0.496231	-1.461426	1.136812	-0.102673	2.005451	0.571446	1.391770	-1.461426	0.484757	-0.366022	0.958113	-0.346477	1.837309	0.015375	-1.461426	-1.461426	-0.255546	-0.278913	0.905071	0.794046	0.440020	-1.461426	-1.461426	1.054535	0.277295	-1.461426	1.501409
Probe 1124	1.148709	0.481369	-0.075799	0.344117	0.039408	-1.117843	-1.218607	-0.147058	0.523994	-1.987578	-0.031544	0.332733	0.320711	0.348390	-0.042217	0.661201	0.502372	0.873089	0.378867	-0.190093	-0.250961	0.245578	1.027160	-0.256754	-0.031441	-0.809998	0.249051	-0.171347	-0.179530	-0.721120	0.522917	0.396772	-0.532266
Probe 1125	1.256449	0.455924	0.428204	0.534852	0.597177	0.449095	-0.297650	-0.506369	0.516495	0.047132	0.238297	0.643204	0.162932	0.516163	-0.092263	1.624827	0.932871	0.511441	0.792675	0.644571	-1.199602	-0.309972	0.669149	-1.060991	0.866339	-0.500889	-0.189345	0.206717	-0.415071	0.069969	0.763774	0.121586	-0.538834
Probe 1126	5.264037	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	1.250770	1.203540	-0.619759	-0.654003	-0.654003	-0.654003	5.871283	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	-0.654003	0.897764
Probe 1127	1.216900	0.340757	1.271102	1.638914	-0.429952	-2.540588	-1.010652	-1.193895	-0.606970	0.261601	1.241749	0.122775	-0.141396	0.911966	0.415663	2.007399	0.963025	0.557590	0.427872	-2.172461	-3.118486	0.149097	1.911772	0.004145	0.066545	-0.422147	-0.944300	-0.412726	-0.043305	-3.118486	1.217420	0.346437	-0.933826
Probe 1128	2.811375	-1.020598	1.641535	-0.997660	1.010243	-1.020598	-1.020598	-1.020598	-1.020598	-1.020598	-1.020598	-0.806381	1.067641	1.658215	0.913513	-1.020598	1.554715	-0.375757	-1.020598	0.196923	-1.020598	0.656929	2.338157	-1.020598	-0.648364	1.712301	0.743021	-0.150719	-0.391423	-0.439830	0.912024	1.390169	-1.020598
Probe 1129	2.096118	-1.415969	1.512039	-0.219600	1.388506	-1.415969	-1.415969	-1.415969	-1.415969	-1.391702	0.098557	-0.259130	0.523535	2.471294	1.409594	0.744681	2.014317	0.836116	-1.415969	-0.011438	-1.415969	1.638303	1.426252	-1.415969	-1.329854	-0.010356	0.403684	0.221572	0.358114	-0.424081	0.879548	-0.083496	-1.415969
Probe 1130	-1.433074	-1.577626	-1.103542	-1.577626	-1.266398	-1.286866	0.660002	-1.577626	1.400034	-0.891640	1.261112	1.586083	3.649231	-0.886506	0.873177	-1.577626	-1.002314	1.002637	1.082750	2.383594	-0.353474	-0.339579	-1.316169	-1.203717	3.081379	-0.456682	0.440670	0.581759	-1.203884	2.308704	-1.577626	2.550261	0.995993
Probe 1131	1.144211	0.933404	0.220578	0.264199	-0.048496	-0.959984	0.035276	-2.056803	0.926225	-1.113407	-0.076228	-1.101463	0.853465	1.448783	-0.342653	1.278019	1.349595	-0.326345	0.251611	-0.726809	1.239279	0.474665	1.628854	-0.140837	0.525782	-0.819255	0.662881	-1.183884	-0.723908	-0.245591	-0.843454	0.289979	0.071661
Probe 1132	-0.857537	-1.073982	-0.764433	0.836765	0.596328	-0.096064	-1.073982	-1.073982	0.771422	-0.008910	1.168335	1.176181	0.929368	-0.634734	-0.133823	-1.073982	-0.017398	0.088796	0.399601	-1.073982	0.585029	-0.660255	0.522762	-0.408183	0.453685	0.252322	-0.350190	0.785518	0.557912	0.256215	-1.073982	1.709828	1.297917
Probe 1133	0.968929	-1.934764	1.479277	1.711006	-0.400955	0.966977	2.070345	0.606162	2.341565	1.007948	-1.520124	-0.745630	2.441762	1.986485	-0.588529	2.158053	1.280895	1.945032	-3.665368	-3.336920	1.976537	-1.700772	1.872647	-0.191195	-3.665368	0.477377	-3.665368	1.640005	2.605374	-0.571828	1.744400	-3.355264	-3.665368
Probe 1134	-0.391761	-1.117761	-1.117761	-1.117761	0.675530	1.515612	0.228120	1.073708	0.463279	0.828557	1.416069	0.777420	0.468468	-0.613295	-0.677589	-1.117761	-0.318674	-1.117761	1.186751	-0.038869	-1.117761	0.578774	0.256591	-1.117761	1.585531	-1.117761	0.455251	0.352510	0.050280	0.568580	-1.117761	0.797823	-1.117761
Probe 1135	-0.321823	0.446366	-1.514339	-0.574461	0.511418	1.211777	0.560133	-1.649113	0.732420	0.089473	0.861979	0.114332	0.828917	-0.105335	0.051957	0.438569	0.112172	0.323258	1.913406	1.021947	-0.590971	-1.120616	-0.664173	-1.564711	1.377623	0.389849	0.862498	-0.990467	-0.894862	-0.445293	-1.649113	0.796700	0.706733
Probe 1136	-1.026619	-0.363293	0.848396	-1.026619	-1.026619	1.910287	1.904225	1.440870	0.172711	1.039411	-1.026619	-1.026619	0.508686	0.820351	-1.026619	1.585410	0.655954	1.210649	1.911566	1.272895	1.345110	-1.026619	-1.026619	-1.026619	2.535752	-1.026619	-1.026619	-0.066543	0.253147	0.284842	-1.026619	-1.026619	-1.026619
Probe 1137	0.898913	0.467887	-0.278086	0.858930	-1.277222	-0.765058	0.305701	-2.439928	0.889478	0.208190	2.822269	0.352618	1.165629	-0.075559	0.148186	0.107889	0.437816	-1.366084	1.728649	0.056708	-0.054111	-0.315197	-0.048229	-0.968817	0.804691	-1.924528	0.450931	-0.352096	-1.125892	0.614708	0.901499	-0.008290	1.981978
Probe 1138	-0.287047	-0.287047	1.270939	-0.287047	-0.287047	-0.287047	-0.287047	-0.287047	-0.287047	-0.287047	-0.287047	-0.287047	-0.287047	0.594090	-0.287047	2.715590	-0.287047	0.517076	-0.287047	-0.287047	-0.287047	-0.134518	0.702964	-0.287047	0.202424	-0.287047	-0.287047	-0.287047	0.667318	-0.287047	1.303757	-0.287047	-0.287047
Probe 1139	-0.518673	0.208588	2.112564	0.315545	0.012114	-0.772134	-1.201818	-1.201818	0.297073	-1.201818	0.445840	0.252643	0.782673	0.064897	0.395896	1.249008	0.840827	-1.201818	1.855968	-0.405911	-1.201818	-0.022015	1.023544	-0.355027	-1.201818	-0.080874	1.155072	-0.352772	-0.114697	-0.922778	0.228303	0.360952	0.573096
Probe 1140	0.638388	0.335788	0.346438	0.440139	0.683926	-1.485315	-0.490597	-2.863048	0.465499	-1.047703	0.475800	0.218548	0.683926	0.049393	0.500556	0.423145	0.320493	0.683926	-0.465120	-0.287427	0.386052	0.604175	0.256620	0.271489	-1.036849	0.683926	-0.203920	0.683926	0.683926	-0.454389	-0.054635	-0.235801	-1.077564
Probe 1141	1.008769	1.160279	0.099854	0.091752	0.031361	-0.201095	0.856562	-1.195097	2.094142	-1.195097	-1.195097	1.163825	1.658099	-0.301734	-0.995933	-1.195097	1.676746	1.449743	-1.195097	0.523434	-0.014359	-1.195097	-0.220353	-0.480151	2.131578	-1.195097	-1.195097	-0.264465	-0.486488	-1.024161	-0.781655	0.307300	0.751752
Probe 1142	0.735720	0.660342	0.735720	0.472883	0.694876	-0.528171	-1.432506	0.021429	0.543576	-2.135127	-1.212676	-0.545967	-0.067465	0.735720	0.735720	0.368151	0.735720	0.735720	-1.196344	-1.021944	0.010853	0.735720	0.290302	0.735720	0.735720	0.735720	-0.892906	0.735720	0.735720	-1.623892	0.562574	0.094380	-1.716570
Probe 1143	0.617126	0.665144	0.665144	0.665144	0.091065	-0.038248	-1.371076	0.439458	0.272559	-2.506392	-0.305723	-0.925350	-0.302345	0.665144	0.665144	0.665144	0.665144	0.290557	-0.160308	-1.238272	-0.281360	0.665144	0.665144	0.665144	0.665144	0.665144	-1.723836	0.493915	0.665144	-1.289942	0.665144	-0.779793	-0.091484
Probe 1144	0.032198	-0.404383	-0.389852	1.666045	-0.949898	-1.138443	0.336224	-1.138443	0.205937	-1.138443	0.376082	-0.744044	0.270545	1.023523	-0.664523	4.284781	0.677132	-0.375107	0.798916	-0.809995	0.231998	1.187677	4.497245	-1.138443	-0.970901	-0.054759	1.295638	-1.138443	-0.214822	-1.039977	-1.138443	0.232357	0.249331
Probe 1145	-0.312777	0.231305	-0.248158	-1.003757	0.661920	0.254162	0.362556	-0.909358	1.110554	-0.309998	1.839286	-0.105909	-0.421402	0.626912	-0.238704	0.738710	-1.467821	-1.213895	1.801019	-0.316477	0.531561	0.243742	0.327374	-1.404951	0.611296	-0.290765	0.565364	1.214574	-0.008912	-1.296884	-0.067016	0.193223	1.712288
Probe 1146	0.617536	-0.045482	-1.243744	-0.160463	0.216761	0.566552	0.734022	-0.618780	0.780011	0.348732	1.284403	0.380941	0.033861	-0.533435	-0.776068	0.021417	0.023331	-1.007034	1.357871	0.986442	-0.083814	0.283465	-0.267946	-0.496134	0.341245	-2.979093	0.517009	-0.679030	0.169820	-0.703156	-0.356157	0.479560	0.801043
Probe 1147	0.416695	0.978610	0.487369	0.978610	0.548455	-1.952285	-0.751111	-1.552439	0.065184	-0.514727	-0.890243	-0.362740	0.379640	0.186578	0.436914	0.938460	0.978610	0.072947	-1.233283	0.257721	-0.075550	0.851434	0.950537	0.178736	0.064841	-0.166017	0.978610	-0.606394	-0.045888	-0.874349	0.978610	0.200106	-1.661514
Probe 1148	-0.207275	-0.207275	2.032852	0.815662	-0.207275	-0.207275	-0.207275	-0.207275	-0.207275	-0.207275	-0.207275	-0.207275	-0.207275	-0.207275	-0.207275	2.431422	-0.207275	-0.207275	-0.207275	-0.207275	-0.207275	-0.207275	-0.207275	-0.207275	-0.207275	-0.140465	-0.207275	-0.207275	-0.207275	-0.207275	-0.207275	-0.207275	0.555515
Probe 1149	1.161427	0.362484	0.035294	0.933099	0.280884	-1.173862	-0.969483	-3.443571	-0.071434	-1.033219	0.712281	0.216535	0.439836	0.546033	0.080221	1.420170	1.100858	-0.167388	-0.326377	-0.023924	-1.219687	0.848411	1.291232	-0.032990	-0.097474	0.048219	-0.097036	0.591135	-1.682927	-0.557407	0.687185	-0.290919	-0.954133
Probe 1150	-0.790534	-0.289310	1.879381	2.445460	-0.151324	-2.882428	-0.574707	0.011787	0.056468	-1.858359	-0.413257	0.087441	1.213853	2.663992	-0.116509	2.295906	1.064138	1.970542	-1.166352	-0.543493	0.799176	-0.373502	2.721727	-1.001420	-0.816296	-2.109576	0.374896	1.312115	1.011372	-0.789015	1.775428	0.990053	-0.821929
Probe 1151	1.064123	1.027209	-0.993712	0.259898	-0.106823	-0.118364	0.608234	-1.519211	0.436917	-0.078279	0.840557	-0.362249	-0.160297	-0.331203	-0.631789	-0.197968	0.347066	-0.477666	1.742764	0.537524	-1.559825	-0.192791	0.127117	-0.109294	0.108147	-0.908052	0.549802	-1.559825	-1.245789	0.166673	-0.180330	-0.105063	1.082406
Probe 1152	4.486756	1.168617	0.298723	-0.435513	2.130230	-0.435513	-0.435513	-0.435513	-0.435513	-0.435513	-0.435513	-0.435513	-0.435513	-0.435513	0.196236	-0.435513	-0.435513	-0.435513	-0.435513	-0.435513	-0.435513	-0.435513	-0.435513	1.296588	-0.435513	-0.435513	-0.435513	-0.435513	-0.435513	-0.435513	-0.414913	-0.435513	-0.435513
Probe 1153	0.002349	0.699581	-2.718363	0.198064	0.792111	0.853653	1.005277	-0.993542	-0.109642	0.579737	1.370032	0.677496	0.147483	-0.066285	0.448924	0.246835	-0.172395	-0.005006	1.762608	0.445440	-1.248386	0.656952	0.244824	0.168807	0.630786	-0.944600	0.016400	-0.389523	-1.059552	-0.342362	-0.112800	0.455153	0.479864
Probe 1154	1.349973	0.211724	0.774623	0.638077	-0.723554	-0.325668	0.300598	-3.367646	0.455425	-0.277879	1.486758	-1.022257	0.190515	0.592624	-0.745271	1.581662	0.987088	0.074894	0.588186	0.345411	-0.579593	0.255286	0.390875	-0.491236	0.049675	-2.009787	-0.305137	0.396312	-0.457403	-0.548701	1.808738	-0.230199	1.357174
Probe 1155	2.763311	2.322994	-0.312085	-0.929496	1.521960	-1.446859	-1.446859	-1.446859	-1.446859	0.362060	0.781586	3.612963	2.104910	-1.203834	1.845099	-1.446859	-0.664450	-1.446859	1.204478	-0.313290	1.761526	-0.533337	0.270977	-0.335984	-1.446859	-0.823655	-0.919387	-0.221321	0.931749	-0.884991	-1.446859	1.904905	-0.684069
Probe 1156	-0.193737	1.297600	1.019276	0.672950	-0.355755	-1.502323	-0.892697	0.557853	0.702409	-0.780544	0.879582	0.513489	-0.665465	0.563342	-0.348930	0.984164	1.475342	0.237111	-0.101223	-0.461037	-0.172195	0.268731	1.192516	0.466354	-0.290497	-1.453496	-0.472294	0.211809	0.507313	-1.839371	1.255205	-1.991535	1.219230
Probe 1157	0.321591	0.054935	-0.679125	-0.679125	-0.679125	0.729114	0.300145	-0.679125	-0.202955	0.232453	2.014694	-0.350450	0.594872	0.152043	-0.010476	-0.679125	0.471434	-0.679125	0.826018	0.472218	-0.679125	-0.679125	0.441470	-0.679125	0.902355	-0.679125	0.119768	-0.679125	-0.679125	-0.016243	-0.679125	1.394191	-0.478649
Probe 1158	0.403993	0.585424	2.979627	2.089987	-0.860180	-2.313183	0.443929	-0.189742	0.928859	-2.208426	1.494638	-2.313183	-0.496246	1.031287	-0.254299	2.358171	0.471321	0.581062	0.515226	-0.549655	0.410784	-2.313183	4.409231	-1.001815	-2.313183	-0.647335	-0.732042	0.416993	-0.064972	-2.313183	0.365738	-1.803406	1.665791
Probe 1159	-0.115917	-0.115917	-0.115917	0.641878	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	3.141684	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	-0.115917	0.737219	-0.115917
Probe 1160	-0.549774	0.048863	1.579017	2.329589	0.230901	-0.242849	-0.472569	-3.123770	1.842980	1.481017	-0.812709	2.012478	1.534304	-0.581932	0.009600	1.900939	1.342204	-0.591253	-1.026991	-0.904844	-0.452159	0.166513	-0.190545	-1.844720	-0.792179	-0.609926	-0.912455	0.745462	-1.005286	-0.667112	0.049521	-0.557457	-0.903210
Probe 1161	-0.395171	-0.395171	-0.395171	0.674393	-0.395171	-0.395171	-0.071182	-0.395171	0.571326	-0.395171	-0.395171	0.174983	-0.121173	-0.395171	-0.395171	0.869588	0.742333	0.162908	-0.395171	-0.395171	-0.395171	-0.395171	3.257006	1.223441	-0.395171	-0.395171	-0.395171	-0.248534	0.455618	-0.395171	0.278507	-0.395171	-0.395171
Probe 1162	-0.265180	0.674523	0.110837	0.591662	-0.357279	-0.853232	-0.282192	-2.254079	0.380371	0.055438	0.206049	0.752182	0.643722	0.726735	0.020724	0.884243	1.148914	0.135686	-0.937347	-0.271023	0.163212	0.890503	1.621983	-0.087433	-0.504563	-1.227883	0.910062	-0.971507	-1.276575	-0.538794	0.537975	1.257395	-0.568897
Probe 1163	-0.907081	-0.907081	2.881135	2.283439	-0.907081	-0.907081	-0.907081	-0.907081	-0.907081	-0.907081	-0.907081	-0.060169	1.590295	1.277448	-0.907081	0.788606	2.660951	2.079756	-0.907081	-0.088749	-0.907081	-0.907081	-0.759005	-0.907081	-0.907081	-0.907081	-0.907081	4.712120	2.926683	-0.907081	-0.907081	-0.907081	-0.907081
Probe 1164	1.657916	1.109579	1.058909	1.350694	0.369785	-1.470761	-1.871970	-1.363057	0.445039	-1.965154	-0.278449	-0.474578	-0.137467	1.169509	0.981179	1.842057	1.403756	-0.178087	-0.603571	-1.256739	-1.053933	1.131382	1.422778	0.249727	0.109221	0.251538	-1.112318	-1.414944	-0.744214	-1.351809	1.573398	-0.719273	-0.855665
Probe 1165	-0.200746	0.110233	0.563460	-0.109990	-0.534604	1.747060	1.323816	-1.279285	2.073883	0.043930	0.779460	0.084745	2.778804	1.931510	0.102469	0.062089	-0.916771	2.565049	-0.816181	0.032675	0.819293	-2.073815	0.428490	-0.602703	0.279208	0.411741	-0.368495	-1.251242	-2.073815	1.960683	-0.311850	0.978599	0.443187
Probe 1166	-0.872544	-0.744738	1.666081	-2.133383	0.886704	1.582309	-0.725830	0.352284	2.113281	-0.871600	-0.875959	2.975985	0.971444	1.289089	-0.706073	2.975435	-1.894596	0.505832	-2.133383	0.681235	4.700466	-2.133383	-2.133383	-2.133383	1.758091	-0.887249	-2.133383	-0.302817	2.797434	1.298334	3.178256	-2.133383	-1.145594
Probe 1167	3.436163	0.243217	-0.749268	-0.749268	-0.749268	-0.749268	-0.749268	-0.749268	-0.749268	-0.749268	-0.749268	-0.749268	3.243635	-0.301705	3.287204	-0.743896	-0.749268	4.052654	1.351944	-0.615699	-0.749268	-0.749268	-0.704622	-0.749268	-0.749268	-0.749268	1.494411	0.083952	-0.749268	-0.749268	-0.431174	-0.749268	0.744999
Probe 1168	0.091995	0.567748	-0.429973	-0.545018	0.057459	0.306667	0.420964	-1.411202	1.040621	0.158772	0.820818	0.171504	0.469497	-0.476359	-0.266838	-0.182620	-0.030859	-0.119297	1.328177	0.344354	-0.515674	-0.348067	-0.150485	-0.754293	0.772210	-0.425967	0.297288	-0.476819	-0.759114	0.012615	-0.447391	0.119640	0.840851
Probe 1169	1.717924	1.110733	-2.725736	1.700509	-2.725736	2.194644	1.871956	-2.725736	2.403649	1.932895	-0.115032	2.322532	2.048527	1.613158	-0.467275	1.719058	0.098014	1.291233	-2.725736	1.108732	1.134726	0.757505	2.099916	-2.725736	2.539325	-2.725736	-2.725736	-2.725736	-2.725736	2.130207	0.560650	1.746130	-2.725736
Probe 1170	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	3.227268	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	-0.242918	3.374641	-0.242918	-0.242918	-0.242918	-0.242918
Probe 1171	0.074622	-0.151647	-0.173698	-0.878788	0.038161	0.447977	-0.878788	-0.878788	-0.878788	0.123634	1.700564	0.744664	0.576594	0.373759	-0.659586	-0.878788	-0.728228	-0.878788	2.350779	0.372091	-0.878788	0.744144	0.684325	-0.878788	0.864893	-0.507123	1.478101	-0.306482	-0.684752	-0.124276	-0.878788	0.882527	1.141191
Probe 1172	-0.420935	-0.420935	-0.420935	-0.420935	-0.420935	-0.420935	0.976172	-0.420935	-0.420935	-0.420935	2.250501	-0.420935	-0.420935	-0.420935	-0.420935	-0.420935	-0.420935	2.240649	1.031989	-0.420935	0.221103	-0.420935	-0.420935	-0.420935	-0.420935	-0.420935	-0.420935	-0.420935	2.871778	-0.420935	-0.420935	-0.420935	-0.420935
Probe 1173	0.891403	0.275437	1.309984	1.443606	-0.448734	-0.854493	0.399993	-0.048239	0.494061	-1.167619	-1.196140	-1.260140	0.183051	1.641640	0.100946	1.669255	1.150619	0.244315	-0.794750	-0.848945	0.497146	-0.151969	1.370679	0.871265	-0.357847	-0.277620	-1.140523	0.686463	-0.372325	-0.335726	1.440294	0.497829	-0.785896
