Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48
Probe 388	-0.329819	0.093435	0.169456	0.000000	0.766351	-1.393132	-0.129979	-0.136363	1.344065	-2.469749	0.560715	-0.138548	1.440684	-2.069162	-0.081333	0.000000	1.405821	0.838719	0.544189	-1.412637	0.353200	1.142184	-1.884101	-2.218128	-0.042836	-0.133533	-0.311222	0.000000	0.320003	1.650934	-2.560262	-1.494482	0.878694	0.000000	0.705704	-0.650339	0.121441	0.041307	0.623909	0.868372	-1.877143	-0.040384	-0.221065	-0.231028	-0.449224	0.804648	-1.732405	0.718358
Probe 389	0.593469	1.054351	-2.160716	0.000000	0.841777	1.354164	-0.577502	-3.746313	1.743383	-4.089159	-2.904241	-4.089159	0.334170	-2.519679	-2.082811	0.000000	0.402182	0.791542	-2.501769	0.000000	-0.326324	3.087463	1.346719	-3.629357	-0.828302	-0.222533	-3.704702	0.428962	0.514735	-1.286621	0.417058	-0.954959	-1.201410	0.000000	0.693794	-3.684281	0.633597	1.863118	-1.313038	-2.582556	1.223409	-0.002717	-2.485427	2.391902	-2.804885	-2.116767	-1.265296	1.436274
Probe 390	-0.917414	0.151170	-0.086203	-0.048440	0.752826	1.273118	0.035792	0.455004	-0.606086	-1.748193	0.766495	-0.296119	-0.600664	-0.417733	0.176436	0.000000	0.286788	0.786771	-0.661792	-0.088303	-0.178137	0.409936	0.496048	-1.937415	-1.133267	0.319259	-0.209962	0.000000	-0.994415	1.150757	-0.548319	0.480873	0.396861	0.000000	0.622584	-2.071136	-0.801873	0.806896	-0.145012	1.332674	-0.526872	-0.496971	-0.577626	1.156882	0.111911	-0.627512	1.602772	0.706812
Probe 391	-0.632413	0.030689	0.481067	1.029177	0.514139	-0.821386	0.642585	-0.566891	1.914819	-1.881184	0.379561	0.108351	0.668239	-1.257705	-0.615168	-1.098575	1.142151	-0.334001	0.473854	0.586053	0.737496	0.307529	-1.469231	-0.805902	-0.287126	0.995720	-1.048646	-0.578429	-1.498072	1.072150	-0.186862	-0.377453	1.813194	0.000000	-0.544971	-0.799160	-0.584315	-0.550635	1.854501	0.462991	3.620505	-0.091013	-0.604681	-1.065408	-0.832032	1.947683	-0.880922	-2.164731
Probe 392	-1.556683	-0.103456	-1.360557	1.611518	-1.496959	-0.836555	-0.203032	-1.022995	-0.850799	-1.105957	-0.707016	-0.727791	-0.967038	-0.317288	1.816725	-0.694013	-1.863563	-1.518529	-0.726305	-0.314109	-0.718477	-1.025679	-0.762366	-1.439285	-0.879033	-0.733506	-1.340145	-1.903998	-0.482431	-1.023989	-1.046981	0.075949	-1.549255	0.000000	-1.508227	-0.959055	-1.197770	-0.494605	-0.256340	-0.165142	-1.159141	-0.182203	-0.262040	-2.120657	-1.054729	-0.854570	0.131880	-1.373034
Probe 393	-0.207501	-0.453595	-1.002815	-0.147557	-0.183631	-1.513996	-1.536620	-0.768184	0.227899	-1.185279	-1.136489	0.744522	-0.296576	-0.921775	-0.317260	0.000000	0.111943	0.452178	0.838589	-0.073325	-0.527649	-0.138236	-1.350986	-1.403528	-0.236326	-1.486625	-0.529935	0.000000	0.681681	-0.007694	0.504829	-0.557440	0.072667	0.000000	-0.319354	-0.654462	-1.077458	0.310929	0.531263	-0.352907	0.308832	-0.132571	-0.321602	-1.070718	-0.982017	-0.057043	0.293872	1.167695
Probe 394	-3.407280	2.262824	-3.044590	-2.799087	1.494887	-3.620586	-3.596052	-3.524816	1.092161	-3.727920	-1.344930	-3.210711	-2.741319	-2.474558	-1.635134	0.000000	-0.650058	1.947259	-2.550197	2.566224	-3.180716	0.000000	-3.475085	-3.157044	-3.789729	-3.971773	-2.817136	-2.866944	-3.349977	-2.600517	-3.201634	-1.076452	-3.926948	-0.138295	0.000000	-2.980025	0.719862	0.325152	-2.629939	-1.935071	-3.305971	-2.271045	-3.238231	-4.318317	0.000000	-3.337441	-2.309621	-4.047887
Probe 395	0.066242	0.415455	0.381489	-0.091813	0.566081	1.935951	1.703665	-0.404949	1.338802	0.790493	-0.550499	0.331132	0.507795	0.421016	-0.750905	0.000000	-0.007187	0.188109	0.241736	1.463435	1.206155	0.539704	1.705424	-1.742771	-0.764551	1.336812	1.178087	1.330340	0.124328	0.371592	0.629674	0.464963	-0.393937	0.708951	2.805292	-0.046958	0.767157	0.415037	-0.095759	0.417973	0.340774	0.000000	0.119407	0.061845	0.815049	0.472157	0.381313	0.309809
Probe 396	0.368768	0.000000	0.849519	1.028919	-0.384889	0.821510	0.518515	1.456959	-0.479833	1.156581	-0.475253	-0.735842	-1.023168	0.530679	0.216550	0.000000	-0.137504	-0.199827	-0.078933	-0.210287	-0.028903	0.330686	0.033553	1.520208	-1.120341	0.580684	0.089548	-0.481869	1.358757	0.313938	-1.310679	-0.228175	0.067874	0.000000	-0.884457	-0.054729	-1.860155	-0.269976	0.000000	0.231947	-0.097555	0.433465	-0.017026	-0.729278	0.843854	-1.065453	-0.883555	-1.699303
Probe 397	-0.473270	-0.392541	-0.177573	1.704398	-0.497758	0.206012	-0.576371	0.687523	-0.309145	-0.060574	1.447248	0.136768	0.124814	-0.150798	1.320095	0.000000	-0.427946	-0.930546	-0.190078	0.797391	-0.491722	1.377872	0.459856	0.350581	-1.492783	-0.392523	-0.319447	-0.202780	-0.389235	-0.914818	-0.692202	0.276640	0.123938	-0.056002	0.440654	0.082917	-0.327390	-0.013618	-0.026703	2.158044	0.469335	-1.644171	-0.510602	-1.640979	1.439170	-0.693393	-0.223888	-0.492681
Probe 398	-0.962902	-0.125448	0.828834	0.000000	0.046468	0.994555	-0.037663	-0.675890	0.429160	1.423634	-0.376835	0.513335	0.346936	-0.760857	-0.080602	0.000000	0.734615	-1.294426	-0.348323	0.576014	-0.392713	1.214427	1.045074	0.888473	0.512630	-0.119892	-0.087789	0.000000	1.477337	1.679664	0.263585	-0.038582	0.574735	2.576426	0.842099	0.658566	-1.029704	0.210567	0.610562	-0.188304	0.041112	-0.547488	0.533456	-0.607205	-0.541795	0.204453	-0.009278	0.001377
Probe 399	-1.624024	0.111645	0.375444	-1.013598	0.829699	-0.570531	-1.975151	-1.712412	-0.168239	0.091296	-1.233816	-0.826980	-0.105784	-1.055513	-0.132495	-0.743307	-0.016429	0.173848	-1.417799	-0.770518	-1.047380	0.453924	-0.603663	-0.652970	-1.108209	-2.404728	0.407459	0.000000	-0.550508	0.616739	0.676456	-1.568124	0.905254	0.000000	0.618658	-1.442005	-0.008159	-0.032061	-0.245437	-1.102635	-2.635317	0.437940	-1.222049	-0.715262	-0.886683	-0.509949	-0.168220	1.064516
Probe 400	1.461557	1.053537	-0.774465	-0.511395	1.760849	-3.421957	-0.296705	0.485690	-0.180177	0.197625	1.089726	-1.386211	1.709232	-2.102012	0.617663	0.000000	1.231361	1.783122	1.117649	-0.252962	0.085872	0.572038	-2.000858	-1.102714	1.305256	0.033341	-1.106915	0.298707	0.305926	0.511798	-1.895506	-0.037816	0.899422	0.926184	0.962015	-1.435476	1.265701	-0.077576	0.081273	-0.061059	-2.906891	0.696696	-0.656336	2.264629	0.981831	-0.155880	-2.854264	0.666906
Probe 401	0.630569	0.042806	-1.430634	-2.307337	-0.116853	-0.310264	3.127765	1.651265	1.626314	-1.616148	3.252154	-1.618563	-0.571650	-0.918230	-0.608875	0.000000	1.569336	1.305417	-0.498278	3.058980	-0.411532	1.062092	-1.488716	-2.013603	0.820516	3.356509	0.013857	0.743080	-2.219445	0.116504	3.209926	2.538072	0.524287	0.000000	-1.402218	-1.923764	1.672851	1.103413	0.198546	2.960519	-0.635801	0.892204	-0.670120	1.784118	3.018530	-0.489038	-0.492992	-1.756772
Probe 402	-0.492557	0.679034	0.525975	-0.175400	1.670732	0.822157	2.251344	1.104568	0.580271	-2.893362	1.667798	0.472565	1.669413	-2.503584	-3.457693	0.000000	2.074429	1.430070	0.892340	2.793486	1.556238	-0.301430	-2.604071	-3.132577	0.729704	2.161245	-3.514753	1.580682	0.158025	0.942749	-3.211012	1.346625	1.225461	0.120040	-0.030588	0.000000	-1.334961	1.796575	0.963474	2.674320	1.708671	0.739524	-0.620108	1.178858	1.128263	0.359563	0.700547	-0.884054
Probe 403	1.010438	1.177825	0.404782	0.238521	1.950043	-1.208520	0.191154	0.158460	0.633895	0.000000	-0.040884	-0.954985	1.583335	-1.310701	-0.264862	-1.372973	1.065672	0.019718	0.565644	0.680466	-0.198725	1.006259	-1.530751	-0.505755	1.314149	0.451456	0.516663	0.269573	0.249476	1.191156	0.020379	0.001665	0.470571	0.000000	1.255928	-0.437793	1.151546	0.858071	0.341110	-0.250128	-2.884152	0.431289	-0.371615	1.164215	0.122256	0.043030	-0.190222	0.229800
Probe 404	-0.519760	-1.744562	-0.422311	-0.641140	0.630348	0.917450	-4.020430	-3.639944	1.590457	-1.061085	-0.466951	1.242596	0.472794	-0.390169	0.839417	-0.048274	0.231044	0.706269	-1.262204	-4.943764	1.299661	0.319571	1.029199	-1.837953	-0.736467	-4.211919	0.588130	0.253967	0.257149	-0.004937	1.099181	-2.852185	0.169436	-0.956015	0.394279	-0.105046	1.303781	-1.743879	1.051186	-1.283536	-0.452205	0.438123	-1.682674	0.456149	0.040950	0.184032	-0.089411	-0.404603
Probe 405	0.650111	-0.200650	1.236048	1.330749	0.646681	0.699173	-0.552235	-1.726604	-0.224831	0.471246	-0.031893	0.336381	0.698408	-1.717133	0.184622	0.000000	0.275685	0.275634	0.091235	-0.593717	1.166746	0.458840	-2.040975	0.085904	1.047306	-0.398390	-0.719202	0.978787	0.738122	1.398317	-3.873532	0.264621	0.811703	-0.392451	-0.595610	-0.123441	-0.105050	0.775667	0.045804	-0.128562	-1.000000	0.135734	2.228770	0.876858	-1.121955	0.408668	0.477206	0.396503
Probe 406	-0.724593	0.619752	-0.472962	0.519557	0.245513	0.000000	1.263521	0.961693	1.008447	-1.385247	2.113000	-2.039619	0.252793	-2.457308	0.839753	0.000000	-0.244101	0.447707	-0.934246	0.838388	-1.458190	0.433046	-1.252501	-1.464949	-4.136684	1.558174	0.435145	0.654442	-1.078371	-0.153759	-3.499527	2.010967	-0.495713	0.000000	-0.273018	-0.188864	-1.148129	-0.534922	-0.602592	1.658779	-3.518152	0.339011	-1.228611	-1.962405	0.301821	-1.012600	0.267933	0.099269
Probe 407	-0.009441	-0.024561	-1.084064	-0.251485	-1.004846	0.753027	-0.015828	0.224953	-0.140158	0.175464	-1.046621	-0.475779	-1.455195	-1.589995	0.141609	0.846356	-0.976271	1.935916	0.364091	0.112939	-0.004794	-0.952066	-0.415561	-1.285569	-0.277447	0.373495	1.258221	-1.115989	-0.456999	-0.253466	-2.293276	-0.747968	-0.540896	0.082308	-0.658058	0.000000	0.000000	1.196999	0.000000	-0.170480	-1.003702	0.874315	0.315353	-0.073748	-0.560796	-0.406100	-2.262061	-0.919325
Probe 408	0.210099	-1.939419	-0.263838	0.127254	0.255305	0.261961	-2.239805	-2.109222	1.210106	-1.154237	-0.395661	1.005036	0.393248	-0.285530	0.866306	-0.289814	0.168195	0.212089	-0.410975	-3.217808	0.689299	0.471940	0.971742	-0.431631	-0.273516	-2.115149	0.343637	0.281848	0.164596	-0.036326	1.013670	-1.884352	0.088658	0.000000	0.352853	0.160039	0.939773	-1.243212	0.569606	-1.246254	-0.568268	0.590882	-1.166489	0.358345	0.001154	0.202067	0.047549	-0.203178
Probe 409	-1.778467	-2.350089	-2.635708	0.000000	1.113111	-3.455167	-1.535516	-2.778442	-0.002727	-4.844486	-2.718486	-3.081388	0.416294	-2.903467	-0.781722	-3.048698	0.201653	0.804750	-0.427199	-2.764330	0.886447	0.000000	-3.931960	-3.448511	-4.978653	-1.419429	-3.547672	-1.478124	0.244431	1.234299	-3.802591	-2.545650	0.806521	-0.206292	-0.146878	-2.153643	0.643322	-1.594981	2.615676	-3.184760	-4.955127	-1.201634	-2.961129	0.304993	-1.865848	-0.437703	-1.806542	-3.812865
Probe 410	-0.036526	0.473823	1.559664	-0.099401	0.434485	-0.441705	-0.990722	-0.955832	0.379959	0.441510	-1.656086	-0.303936	0.828173	-0.177811	-0.258893	0.000000	0.435826	-0.860646	0.242374	0.000000	0.005706	0.218788	-0.510291	-0.273668	-0.361573	-1.116459	-0.108569	0.136729	0.355849	-0.014329	0.080170	0.067271	0.248662	0.000000	1.861350	0.263034	-0.572388	-0.259520	0.457263	-0.081858	0.000000	-0.304679	-0.114902	0.081620	-0.917025	0.190189	-0.312523	1.419244
Probe 411	-0.165296	-0.231283	-0.591671	0.000000	-1.065588	0.512803	-0.124590	0.204629	-0.302504	-0.250252	-0.457572	-0.303899	-0.861791	-0.983955	0.104861	0.497617	-0.856122	1.417742	0.337929	-0.539747	-0.009115	-0.617725	-0.490100	-0.911810	-0.012528	0.326357	1.137024	-0.866426	-0.012449	-0.317906	-2.655903	-0.401640	-0.555792	0.149425	-0.382229	-0.654744	-1.444826	0.615228	-1.121074	0.308929	-1.350928	0.573952	0.438141	-0.272936	-0.301995	-0.445800	-0.908422	-0.675020
Probe 412	-1.952191	-1.719233	-4.973152	-0.228941	1.363398	-4.101818	-1.582522	-3.466802	0.133587	-3.942984	-4.092546	-3.514340	0.219825	-2.536209	-0.473201	-2.819668	0.140990	0.996927	-0.455044	-2.579874	1.306611	0.000000	-4.244391	-4.987776	-5.242603	-1.656930	-3.258217	-1.000000	0.105610	1.192813	-3.307316	-2.924100	0.771829	-0.306427	-0.575289	-4.271768	0.671257	-1.538503	3.129299	-3.553317	-4.341986	-1.325417	-3.113063	0.733992	-2.037299	-1.000000	-1.979414	-3.752517
Probe 413	-2.150170	-2.070671	-3.787659	0.000000	1.127347	-3.583917	-1.576596	-3.426824	-0.122593	-4.305241	-2.377158	-3.514851	0.269156	-3.998496	-0.744429	-3.380077	0.046144	0.753210	-0.336261	-2.707050	0.851109	0.000000	-4.262163	-3.753503	-5.379898	-1.489782	-4.151642	-1.330373	0.153860	1.220390	-4.187451	-2.744161	0.860140	-0.337119	-0.536303	-4.211059	0.391852	-1.907882	2.778766	-3.113410	-5.025029	-1.193637	-2.778077	0.243209	-1.971419	-0.773634	-1.460453	-3.772798
Probe 414	-0.044273	0.523043	-0.821389	1.173888	-0.256072	-0.747766	0.538795	-0.608355	-0.570000	-0.118996	-0.992341	-0.643617	-0.721373	0.889584	-0.111288	0.000000	-1.083824	-1.063600	-0.540330	-0.544805	-1.126809	-1.299440	0.381949	-0.011619	-1.891928	0.604231	-0.262185	-0.585749	-0.622882	0.211280	-0.967400	0.169193	-0.170050	0.000000	-0.463104	-0.246438	-1.523916	-0.853408	-0.153314	-0.833000	0.418392	0.070116	-0.243479	-2.255866	-0.718345	0.017871	0.302852	-0.554056
Probe 415	-1.526148	0.000000	1.479970	1.450252	1.506960	-2.963474	1.324991	1.380633	-0.018147	1.103932	1.256442	-0.998876	-1.606658	-0.827901	0.932551	0.000000	0.410867	-2.239466	1.041497	1.186958	0.670488	0.850364	-0.660420	0.827675	-1.346407	1.603566	-2.436598	1.296012	0.730005	0.203418	-0.985152	2.175343	-0.812042	0.000000	-1.120423	1.930970	-1.425066	-0.447619	0.067114	1.864773	0.048827	0.137589	1.563623	-0.208166	1.381554	3.068218	-1.155589	-0.361500
Probe 416	-1.876226	-3.138328	-0.746431	-0.824902	-0.883051	-4.211339	-5.856488	1.152699	-2.027516	-0.430814	-0.085398	-0.292674	-0.591504	-1.434681	0.928637	-1.001167	-0.642516	-3.369234	0.090685	0.562928	0.587676	0.002657	-0.088397	-0.818352	-2.350537	-5.753284	0.233888	-0.669255	-0.204557	-1.469665	-0.553641	-0.715475	-1.605505	-1.232933	-2.075522	-0.088519	-1.337912	-0.402588	0.000000	0.075323	0.368212	-0.741982	-0.105217	-1.147832	0.533519	-0.597441	1.159399	-0.203896
Probe 417	-1.874208	-3.576108	-0.610361	-0.701182	-0.992086	-4.095730	-5.731723	1.031354	-1.888922	-0.199873	-0.078466	-0.191071	-0.490666	-1.527265	0.733256	-1.067790	-0.542734	-3.038919	0.198368	0.188571	0.628616	0.149696	-0.270372	-0.845101	-2.175209	-6.186527	0.441123	-0.612280	-0.195551	-1.502023	-0.307935	-0.646599	-1.664230	-1.135753	-1.939925	0.006182	-0.846069	-0.713871	-0.217608	0.391231	0.386571	-1.109148	0.007617	-1.351560	0.643248	-0.567903	0.921687	0.074326
Probe 418	-0.985481	0.393000	-1.512240	-1.626542	0.932389	0.357717	0.342370	-0.304782	-0.680031	-4.235216	0.230268	-1.282124	-1.583789	-0.661162	0.063554	0.000000	0.078143	0.675359	-1.255698	0.202263	-0.934905	-0.424406	-0.162181	-2.212050	-1.241135	0.632528	-1.486355	0.000000	-1.730713	1.374376	-1.606264	0.173030	0.695217	0.000000	0.226818	-0.982583	-1.018977	1.171015	-0.462470	-0.291231	-1.651617	-0.375977	-1.126662	0.937155	0.000000	-1.117413	1.759680	0.428543
Probe 419	-0.102686	0.455348	-2.295456	1.096594	0.993625	0.583190	-3.124328	-0.083722	1.030650	1.419493	1.482418	0.588798	1.145416	-0.783890	0.281861	0.000000	-0.029249	0.016907	0.090124	-2.022840	0.313677	0.204779	0.457029	-2.592158	0.382693	-3.311794	-0.018794	0.678072	1.399901	0.354419	1.798160	1.015545	1.030289	1.713882	0.154723	0.000000	0.661470	0.259172	0.823122	0.054590	-3.040892	0.393751	-2.074132	0.109823	0.000000	1.234316	-0.813836	-3.525918
Probe 420	2.505466	0.301002	0.472858	0.350288	0.923461	-2.325218	-4.079108	-3.603221	0.771523	-3.395063	-2.804839	-0.988992	-2.754693	0.587711	1.461416	-2.551038	1.874046	-4.051372	0.703353	-2.386118	1.278287	0.969406	0.930681	-1.213340	-4.895787	-4.403268	-0.698763	0.000000	-3.417012	1.412144	-3.318380	-3.503349	-3.347666	0.006911	0.696954	-0.504417	1.145592	0.715219	1.140307	-2.752257	2.028924	-0.105281	0.999302	-4.712596	-2.095523	-0.478491	0.278696	-2.753503
Probe 421	-0.189257	-1.267192	1.001305	0.497123	-2.250693	0.796536	-0.274955	-0.422790	0.020875	-0.389885	-0.680354	-0.389449	-1.749410	0.164431	-0.289791	1.183122	-2.109852	-0.084499	-0.653146	-0.515940	-0.898165	-0.776932	1.950815	-0.971597	0.195790	-0.492306	-0.507262	-1.589118	-1.345491	-1.833548	-1.367292	-1.033646	-1.054628	-1.140506	-2.198118	-0.010317	-1.024771	-1.055946	-1.186827	0.155924	-2.309570	-0.584278	-1.301922	-1.095351	-0.060476	-0.038612	1.992097	-0.575382
Probe 422	-2.026081	-1.950039	-1.991685	1.111923	0.613950	-2.657381	-3.742187	-3.513491	1.097193	-3.873079	-3.117630	-2.390505	0.768703	-1.144005	0.950013	-2.241351	1.023692	-1.568370	-1.399833	-2.698262	0.650283	0.075778	-3.267322	-2.740356	-2.823244	-3.681270	-3.133350	0.000000	-0.731435	0.831578	-1.243589	-2.906891	0.036403	0.111031	-0.415970	-2.704937	-1.970416	-0.436475	0.702711	-2.867896	-2.980672	-0.463799	-1.497567	-0.080866	-2.315841	-1.604126	-0.307306	-1.609480
Probe 423	0.943105	-0.266987	-1.079411	0.000000	-0.440878	-0.646639	0.273818	0.387023	0.686692	-1.561427	0.711279	-1.287684	0.968654	-0.545888	-0.415539	-0.035624	0.319735	1.000000	-0.229967	0.665004	0.000000	-0.371833	-1.534816	-1.051693	-0.563901	0.483975	-1.404585	0.000000	0.073360	0.438764	0.065153	1.472721	0.709882	0.487334	-0.908577	-0.930255	0.506384	0.527247	0.179409	1.309383	-1.004769	-0.042620	-1.266140	-3.536053	0.647982	0.489500	-0.604150	0.132939
Probe 424	0.520962	-2.382693	0.963116	0.746823	-0.227050	1.584655	0.219732	0.006636	0.810460	0.787712	0.238964	0.928950	0.145139	0.087504	0.093017	0.554641	0.501102	-0.753236	-0.447932	0.407424	-0.527173	0.176104	1.384674	0.737418	0.174807	0.439075	1.626843	0.052501	0.166486	0.060672	0.960645	0.844700	-0.071141	0.972504	0.166650	0.658525	0.757506	0.250640	-0.252593	0.300462	-2.240413	0.342639	0.276654	-0.024100	-0.262614	0.351472	0.610565	-0.342522
Probe 425	0.729677	0.186909	-0.474972	-1.505779	-0.095110	1.492649	-0.929580	-0.701184	0.761688	-1.114447	0.362368	0.348355	-2.186507	-1.697143	0.212161	-0.370534	0.812256	-0.505366	0.740969	-0.183387	0.165206	0.942733	0.759837	0.195353	-0.062153	-1.020439	0.956708	0.000000	-0.197606	-0.144928	-1.797956	-0.354510	-0.333250	0.020509	0.808912	-0.156777	-0.670561	1.197807	-0.360912	-0.064070	-0.486762	0.342833	-0.348771	0.094991	-0.103968	0.622748	-0.077011	-0.021533
Probe 426	-0.177769	-0.122835	-0.127836	-0.054569	-1.782960	-1.248535	-1.207147	-2.124141	0.777862	0.924836	-0.131597	-2.250648	-0.604697	-0.710840	0.476875	-1.241091	-0.389881	1.020503	-1.220398	-0.371614	1.376794	0.648710	-2.668947	-2.032872	-1.286068	-1.190393	-0.767423	-0.363095	-0.978516	0.744314	-0.578122	0.115151	-0.719277	-1.638743	-0.147704	-1.259114	-0.811483	0.015849	0.226902	-0.929142	-0.937156	-0.509331	-0.557005	0.347904	-1.270013	-0.421508	-0.048082	1.436919
Probe 427	-0.585209	-0.481493	-0.997737	-1.276094	-1.540881	-0.384218	1.646031	-1.638226	-1.358538	-1.080419	-0.746952	-0.755830	-0.745899	-0.472886	-0.661136	-1.291266	-1.324525	2.226444	-0.785414	-0.125595	-0.413238	-1.420931	-0.915403	0.517410	-1.326899	1.654716	-1.267066	0.824886	-0.991632	-0.831795	-0.841920	-0.217140	-0.340984	-0.793800	-0.063102	-0.716449	-1.723582	1.425094	-1.512586	-0.456450	-1.106462	-0.613054	-0.672863	-2.076033	-0.681504	-0.212941	-0.820362	-1.328683
Probe 428	-0.815960	0.582610	-2.168323	0.499382	0.436316	-0.047082	0.634393	-0.113430	-0.541786	-0.221150	0.625125	-0.340028	0.330046	1.490856	-1.183959	0.187279	-0.057543	0.842878	-0.855141	1.335715	-0.367648	-0.532408	0.286236	0.777969	-1.036599	0.556370	0.327204	0.177463	-0.115536	-0.876076	-0.392317	0.948702	-0.757684	0.051179	-0.632719	-0.763608	-0.861513	-1.012462	0.281887	-0.427759	-1.543188	-0.829395	-1.027054	-1.865116	0.089200	0.371379	-1.185215	-1.184109
Probe 429	-0.187657	-0.555050	-0.462512	-0.212792	-0.977804	0.074861	-0.757010	-0.992109	-0.158818	-0.795525	0.019178	-1.136091	-0.029410	-0.071644	-0.454024	-0.690111	-0.091483	-0.859046	-0.363769	-0.682621	-0.363235	-0.893386	-0.568608	0.025125	-1.325862	-0.778031	-0.611811	0.000000	-0.313550	-0.111748	-0.519483	-0.080804	0.032267	-0.027954	-2.980702	-0.447706	-1.668346	0.000000	-0.764622	0.066412	-0.493575	-0.573119	0.125161	-3.068346	0.000000	0.218209	-0.131957	-0.469281
Probe 430	-0.635321	-0.182502	-0.506269	-0.523219	-0.671655	1.188024	-0.910228	-0.928079	-0.496860	0.543514	-1.055884	-0.892123	-0.609124	-0.464197	0.116281	-0.663480	-0.392575	-1.168263	-0.459190	-0.910456	-0.280815	-0.318218	0.788210	-0.551873	-1.172076	-0.916491	1.902412	-0.478815	-0.585526	-0.873338	-1.144606	-0.739125	-1.518154	-0.579405	0.927942	0.154080	-0.325756	-0.529915	-0.090090	-1.231922	-0.029306	-0.819491	-0.205675	-0.723617	-0.051175	-0.891907	1.597188	-0.026846
Probe 431	-4.444504	-4.114381	-4.107651	-4.718638	-5.612760	-5.146299	-6.079591	-5.788947	-4.676013	-5.079584	-4.301588	-3.659417	-3.413825	-4.333321	-4.529726	-3.259031	-4.527067	3.072288	-3.928956	-3.896350	-1.927771	-5.634593	-5.150153	-4.388863	-3.713929	-6.066484	-4.428451	-3.825640	-3.744716	-3.385745	-1.345451	-4.450945	-5.195050	-4.031260	3.625125	-4.156264	-5.465780	3.417902	-3.125982	-3.315683	-5.547810	-3.375619	-3.605652	-6.612795	-3.173438	-3.254272	-3.911921	1.372512
Probe 432	0.154328	-0.128997	0.089816	0.071241	0.574378	-3.402547	-0.492164	0.187582	-0.127495	0.220379	0.777253	-0.642831	1.887479	-2.745896	1.559996	0.000000	0.544447	-0.182961	-0.356025	0.751044	-0.676424	0.490139	-2.401382	-0.281425	-0.416702	-0.362075	-0.583872	0.195739	-0.113776	0.875592	-1.221085	-0.523195	1.674611	-0.222828	-0.228233	-0.900762	0.177098	-0.519061	0.223415	0.518298	-1.584060	0.577894	-0.584002	1.174076	0.177459	0.851824	-1.698392	-0.988491
Probe 433	-0.114235	-2.357922	0.040893	0.427110	1.161996	0.864844	2.740372	2.702977	0.901110	-3.789687	3.046096	-0.252216	2.056196	-0.221694	-0.143412	0.000000	1.109843	-3.838952	1.544350	3.517127	0.269159	0.588451	0.602130	0.439126	-3.248342	2.659156	0.863563	0.000000	0.708264	1.527801	1.662201	1.808390	1.337237	0.955331	-0.767289	-1.617280	-2.126999	0.000000	0.824962	2.600355	-0.541542	-0.871591	1.347459	-4.613532	2.382495	0.152271	0.473427	1.366610
Probe 434	-0.232355	-0.241319	0.246855	0.059624	0.495033	1.061188	1.758127	1.639244	0.650836	0.072490	0.267524	-0.417811	0.299720	0.477826	0.504016	1.139988	0.259629	0.258082	0.476438	1.054340	0.655159	0.000000	1.353362	-0.117685	-0.351501	1.616343	1.369100	0.605758	-1.020010	0.152895	0.738984	-0.300548	0.514808	0.008331	0.438036	1.180405	0.165175	0.010040	0.502500	1.024350	-0.099835	-0.294852	-1.995513	1.430529	1.094079	-0.775345	0.709579	-0.851650
