Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62	Training experiment 63	Training experiment 64	Training experiment 65	Training experiment 66	Training experiment 67	Training experiment 68	Training experiment 69	Training experiment 70	Training experiment 71	Training experiment 72	Training experiment 73	Training experiment 74	Training experiment 75	Training experiment 76	Training experiment 77	Training experiment 78	Training experiment 79	Training experiment 80	Training experiment 81	Training experiment 82	Training experiment 83	Training experiment 84	Training experiment 85	Training experiment 86	Training experiment 87	Training experiment 88	Training experiment 89	Training experiment 90	Training experiment 91	Training experiment 92	Training experiment 93	Training experiment 94	Training experiment 95	Training experiment 96	Training experiment 97	Training experiment 98	Training experiment 99	Training experiment 100	Training experiment 101	Training experiment 102
Probe 98	1.079166	1.366864	2.006169	1.020557	0.878770	1.072349	1.309746	0.231663	2.054966	1.240205	1.709526	1.942998	1.344743	1.162680	1.779477	1.040660	0.821363	0.735145	1.987260	1.852519	0.930813	1.693435	0.960765	0.573831	1.265358	0.359614	1.254197	1.537289	1.113965	1.029229	1.398517	1.150952	1.548536	1.682936	1.194365	1.225202	2.089736	1.998015	1.766430	2.005672	1.286643	1.620981	1.746620	1.163964	1.166619	1.654476	2.015520	1.268992	1.611235	1.140210	1.040133	0.374224	0.570933	1.704907	1.699156	0.962340	1.165516	2.289343	2.239704	0.691373	1.907806	1.094594	1.333018	2.066655	1.181540	0.419239	1.620420	0.420782	0.758263	2.302626	1.576447	1.315663	1.107254	1.633342	1.097145	0.370481	0.777707	2.017599	1.210457	1.901118	1.750070	0.991394	2.154603	1.236938	1.200059	1.949734	1.571392	1.374722	1.130913	1.105336	1.994962	1.570170	1.011065	2.063680	1.866196	1.176201	2.340226	1.669115	2.048070	1.731586	1.713124	1.761819
Probe 99	-0.357022	-0.229897	-0.438668	-0.506617	-0.355215	-0.265930	-0.405814	-0.285280	-0.383045	-0.105260	-0.629711	-0.119978	-0.594672	-0.359686	-0.604996	-0.452121	-0.412520	-0.473478	-0.402289	-0.176506	-0.268068	-0.147164	-0.232284	-0.354019	-0.480247	-0.320418	0.003591	-0.474634	-0.392970	-0.339776	-0.280797	-0.227268	-0.512730	-0.405822	-0.537064	-0.487898	-0.376749	-0.334305	-0.592760	-0.361299	-0.437262	-0.551831	-0.341266	-0.246947	-0.561268	-0.593578	-0.415473	-0.582466	-0.521628	-0.542107	-0.432935	-0.355159	-0.479339	-0.175914	-0.574750	-0.300240	-0.566863	-0.317520	-0.363416	-0.442340	-0.420747	-0.376608	-0.042977	-0.429904	-0.619710	-0.306540	-0.550694	-0.360367	-0.409315	-0.413352	-0.580236	-0.464383	-0.565318	-0.411273	-0.488374	-0.362924	-0.537985	-0.429827	-0.185286	-0.140960	-0.467672	-0.369038	-0.388973	-0.488059	-0.497915	-0.436001	-0.588161	-0.456933	-0.302683	-0.343996	-0.102930	-0.510102	-0.303223	-0.390378	-0.395606	-0.221063	-0.378472	-0.551125	-0.323154	-0.391687	-0.386067	-0.352104
Probe 100	0.329535	-0.373137	-0.253938	-1.230779	-0.870643	0.441646	-0.745721	-0.117908	-0.169154	-0.184585	-0.486096	-0.950221	-0.557878	0.171875	-0.409272	-0.524490	-0.244572	-0.088277	-0.103442	-0.980857	-0.909530	-1.040794	-0.747828	-0.105970	-1.297860	-0.294689	-0.091643	-0.304696	0.243902	0.339318	-0.595490	-0.699686	-0.404431	-0.226516	-0.536363	-0.619095	-0.100925	-0.229699	-0.381796	-0.209773	-0.661638	-0.383350	-0.124538	-0.418474	-0.700388	-0.449346	-0.178885	-0.573051	-0.436473	-0.627843	-1.076331	-0.014197	-0.115857	-1.032954	-0.531649	-0.954283	-0.549282	-0.115157	-0.254346	-1.013991	-0.182635	0.048280	-0.054612	-0.312387	-0.616717	-0.034734	-0.437822	-0.034329	-0.211151	-0.231710	-0.388746	-0.757215	-0.548216	-0.247916	-1.076832	-0.198621	-1.205965	-0.058422	-0.707781	-0.951051	-0.291032	-0.680042	-0.208560	-0.798005	-0.930097	-0.134756	-0.505028	-0.458858	-0.681360	0.312216	-0.879314	-0.381751	0.555936	-0.155297	-0.124855	-0.690552	-0.243371	-0.338024	-0.237632	-0.225514	-0.257410	-0.200132
Probe 101	-0.613491	-1.028006	-1.093471	-2.057594	-1.475146	-0.310188	-0.920238	-0.852628	-0.908649	-2.002499	-1.265936	-1.063016	-1.518073	-0.595806	-0.716298	-0.976986	-0.602957	-0.227845	-0.942983	-1.163027	-2.746631	-1.125134	-1.282939	-0.900819	-1.743252	-0.983723	-1.994481	-0.668937	-0.630837	-0.500228	-1.856654	-1.405730	-1.302990	-0.931079	-1.268361	-1.140593	-0.851626	-0.971827	-1.431248	-0.908251	-0.945625	-1.259103	-0.778598	-1.118901	-1.982709	-0.761720	-0.932731	-1.470732	-1.349690	-1.481746	-2.064640	-0.820948	-0.255734	-1.294924	-1.285473	-2.294174	-1.576834	-0.859421	-0.952217	-2.106194	-0.977365	-1.155916	-1.690052	-1.068593	-1.324295	-0.627917	-0.619174	-0.694010	-0.393220	-0.872423	-0.739102	-1.086318	-1.507070	-1.012078	-1.899581	-1.180263	-1.500993	-0.870866	-1.398340	-1.087030	-1.049271	-1.441770	-0.896231	-0.706613	-0.964477	-0.958485	-0.594238	-1.088236	-1.344297	-0.358634	-0.983938	-1.157880	-0.073255	-0.974788	-1.017446	-1.155458	-1.100282	-0.670475	-1.030309	-0.873013	-0.904956	-0.940352
Probe 102	1.044866	0.043754	0.390767	0.131874	0.214623	1.247594	0.115301	0.929895	0.683970	0.176613	0.134950	0.466259	0.180957	1.006732	0.358848	0.142318	1.255770	1.319565	0.351695	0.415477	0.231188	0.361136	-0.052973	0.866992	0.204996	0.763405	0.197758	0.459903	0.958253	1.127440	-0.042216	0.037368	0.250152	0.324279	0.237912	0.101668	0.791889	0.419253	0.133100	0.416126	-0.045002	0.287901	0.383945	0.186383	0.252451	0.381433	0.214313	0.251217	0.317819	0.222219	0.270614	0.980492	1.274592	0.412458	0.307760	0.276498	0.145885	0.688004	0.651320	0.190733	0.338734	0.789959	0.226142	0.370948	0.167758	1.023720	0.441780	0.990697	1.354420	0.688030	0.393035	0.001709	0.291749	0.303590	0.125821	0.699433	0.178673	0.509357	0.018443	0.472613	0.413231	0.000527	0.403164	0.162846	0.104169	0.422951	0.546123	0.093584	-0.026995	1.103944	0.508568	0.194428	1.465134	0.657120	0.284730	-0.000601	0.576821	0.468046	0.418686	0.342437	0.321430	0.303357
Probe 103	-0.371573	-0.213851	-0.211431	-0.808559	-0.562976	-0.244757	-0.625706	-0.508468	-0.343079	-0.444274	-0.542376	-0.390155	-0.437953	-0.337542	-0.392710	-0.552887	-0.778860	-0.766146	-0.093441	-0.385011	-0.619048	-0.452979	-0.310997	-0.419821	-0.667622	-0.452141	-0.444481	-0.434447	-0.341942	-0.291428	-0.256497	-0.340273	-0.475311	-0.062923	-0.221922	-0.711039	-0.333067	-0.148100	-0.420728	-0.161595	-0.528262	-0.465670	-0.010415	0.066213	-0.172678	-0.431866	-0.062239	-0.328806	-0.497096	-0.232577	-0.744386	-0.500127	-0.795222	-0.421016	-0.441938	-0.407375	-0.382023	-0.278446	-0.299106	-0.559114	-0.137662	-0.270369	-0.388305	-0.198867	-0.224326	-0.476035	-0.354391	-0.487399	-0.714775	-0.342499	-0.414028	-0.633477	-0.260416	-0.155415	-0.658829	-0.510916	-0.784737	-0.110733	-0.201013	-0.411686	-0.342021	-0.574675	-0.194840	-0.744934	-0.755423	-0.112243	-0.307039	-0.137714	-0.484197	-0.283348	-0.477077	-0.418411	-0.309103	-0.308433	-0.114815	-0.302062	-0.302358	-0.478222	-0.108064	-0.043892	-0.019799	0.003640
Probe 104	-0.231178	-0.875999	-0.683279	-1.107746	-0.619006	-0.038216	-1.134976	-0.317487	-0.552047	-0.901507	-0.829671	-0.736314	-0.830770	-0.216321	-0.786568	-1.079767	-0.267742	-0.241663	-0.400135	-0.697073	-0.670767	-0.757592	-1.028624	-0.309266	-0.993641	-0.430760	-0.769676	-0.712157	-0.321838	-0.163627	-0.960086	-0.960763	-0.887598	-0.428016	-0.854541	-1.121084	-0.413974	-0.585341	-0.823325	-0.725662	-1.167350	-0.809405	-0.285932	-0.791233	-0.861134	-0.779257	-0.302210	-0.768341	-0.826854	-0.968464	-0.994691	-0.289616	-0.344479	-0.746149	-0.856367	-0.607908	-0.832274	-0.422588	-0.413196	-0.820052	-0.433406	-0.366476	-0.746048	-0.664622	-0.846674	-0.214716	-0.686001	-0.253569	-0.141702	-0.362529	-0.847062	-1.177758	-0.850627	-0.503746	-0.925210	-0.429924	-1.059786	-0.366416	-1.085624	-0.747625	-0.747769	-1.201430	-0.644674	-1.079267	-1.166347	-0.396332	-0.667817	-0.868614	-1.113004	-0.163801	-0.708570	-0.777536	-0.048300	-0.468022	-0.399030	-1.101119	-0.492120	-0.778319	-0.574245	-0.409702	-0.347904	-0.334543
Probe 105	1.191315	0.865677	0.590477	0.499855	0.591578	1.307939	1.070345	0.967755	1.070233	0.545144	0.554357	0.868283	0.842308	1.228261	1.133061	1.264642	1.155261	1.192052	1.113671	0.821118	0.572664	0.818117	1.009466	0.983309	0.485233	0.916737	0.618849	1.134337	1.202465	1.257594	0.773964	1.083730	0.741389	0.910229	0.885875	1.098483	1.088669	0.701796	0.595470	0.815117	1.018997	0.672130	0.948765	0.868704	0.819511	1.108269	0.749493	0.918432	0.777066	0.872152	0.549321	0.961778	1.168521	0.805801	0.511667	0.666766	0.768371	1.067628	0.964023	0.458897	1.128201	1.170514	0.670877	0.614718	0.780992	1.032696	1.133812	1.021308	1.215403	1.038394	1.094418	0.983700	0.638083	0.872008	0.488300	0.907266	0.432895	1.191145	1.145935	0.883820	0.504452	0.676351	0.706821	1.095469	1.058140	1.182491	1.121817	0.829081	0.739268	1.211908	0.914872	0.661769	1.299085	1.059390	1.122136	0.990448	0.998269	1.145642	0.788743	0.938529	0.952453	0.926101
Probe 106	0.400041	0.068908	0.217879	-0.210721	-0.406823	0.431786	0.147065	0.342082	0.374412	-0.429181	0.225165	-0.187949	0.117859	0.355241	0.216756	0.126915	0.129466	0.153300	0.333947	-0.212009	-0.285656	-0.212426	0.047588	0.279141	-0.245808	0.276717	-0.430046	0.159139	0.331080	0.413957	0.083256	0.100820	0.236265	0.280462	0.122004	0.085565	0.330579	0.241542	0.223556	0.240577	0.130673	0.189857	0.268600	0.084430	0.173462	0.160825	0.260472	0.173283	0.209103	0.141747	-0.274690	0.327348	0.122769	-0.202101	0.197539	-0.392201	0.117137	0.347293	0.328308	-0.352268	0.321623	0.298271	-0.384918	0.229186	0.101395	0.332936	0.262853	0.297543	0.144544	0.347463	0.231149	0.121505	0.097204	0.199681	-0.346931	0.264748	-0.289840	0.332258	0.046965	-0.190758	0.167215	0.220307	0.233122	0.163410	0.092753	0.328655	0.235613	0.100626	0.124741	0.396231	-0.083606	0.251366	0.441028	0.315469	0.303152	0.066619	0.321569	0.200210	0.262893	0.269003	0.251157	0.285585
Probe 107	0.570101	0.559697	0.297499	0.006516	0.403255	0.483908	0.058548	0.516505	0.363948	0.287923	0.317045	0.142338	-0.071155	0.663528	0.691442	-0.148112	0.354834	0.363123	0.296479	0.108223	0.379077	0.159595	0.617944	0.519076	0.180694	0.522519	0.405996	0.603568	0.485589	0.487552	0.491540	0.583459	0.284520	0.360195	0.205067	0.025153	0.260511	0.256897	0.412783	0.322973	0.205841	0.254724	0.354587	0.548692	0.151290	0.711023	0.330210	0.120845	0.285542	-0.029371	0.309425	0.529117	0.276271	0.100435	0.359235	0.431101	0.136284	0.254445	0.296688	0.414558	0.271615	0.535787	0.365700	0.286813	0.206315	0.456870	0.733831	0.508091	0.361141	0.209074	0.670679	0.117824	0.147218	0.348252	0.190108	0.423082	0.240170	0.304981	0.678837	0.155256	0.304571	0.491040	0.291540	-0.038861	0.054601	0.206841	0.739012	0.466741	0.611027	0.598091	0.060222	0.319939	0.590650	0.248080	0.238672	0.706194	0.274120	0.722908	0.311445	0.266478	0.363876	0.325000
Probe 108	1.366688	0.991312	1.120412	0.690164	0.607935	1.496393	1.033945	1.280405	1.012465	0.800351	0.683404	1.253900	0.972260	1.339763	0.682490	1.159954	1.516721	1.592808	1.096731	1.204342	0.719269	1.161315	0.704430	1.282544	0.723512	1.199936	0.856469	0.710754	1.268134	1.441611	0.855039	0.700905	0.778334	0.899866	0.864315	1.064157	1.063553	1.203651	0.729660	1.208892	0.932941	0.823675	0.966174	1.020978	0.779817	0.654405	0.911442	0.889260	0.847222	0.797783	0.724861	1.331550	1.539404	1.179209	0.605692	0.598768	0.813624	1.002573	0.939724	0.565015	1.134641	1.291178	0.885273	1.148829	0.814661	1.372303	0.758637	1.330116	1.611985	1.012104	0.692832	0.944204	0.822879	0.875966	0.662874	1.122979	0.560883	1.157173	0.701954	1.217587	1.093180	0.557002	1.188083	1.052398	1.013462	1.138489	0.754075	0.937329	0.556743	1.433857	1.299029	0.784049	1.604361	1.003783	1.115897	0.595123	0.911699	0.729147	1.206411	0.935901	0.949451	0.878467
Probe 109	0.282432	-0.118603	0.096026	-0.163868	-0.052182	0.518427	-0.031865	0.205464	0.147008	-0.173338	-0.143596	0.307409	-0.339040	0.299296	0.000211	-0.037041	0.403416	0.465864	0.121140	0.283404	-0.081165	0.186822	-0.263389	0.146357	-0.124331	0.093544	-0.060723	-0.006420	0.214334	0.323100	-0.074255	-0.329685	-0.239806	0.184300	-0.185508	-0.049418	0.155804	0.177699	-0.103048	0.121462	-0.003623	-0.047929	0.116767	-0.136460	-0.270983	-0.001692	-0.172926	-0.231135	-0.119537	-0.168101	-0.137065	0.186019	0.416185	0.204480	-0.177091	0.015349	-0.311369	0.231678	-0.089679	-0.225460	0.086964	0.147277	-0.066221	0.060277	-0.319993	0.262801	-0.016664	0.171152	0.528820	-0.083974	-0.103258	-0.103979	-0.351981	0.025134	-0.101091	0.038588	-0.175646	0.135766	-0.353458	0.216214	-0.173075	-0.316541	0.192868	0.015853	-0.035896	0.145397	0.053139	-0.170279	-0.362616	0.343665	0.268676	-0.202536	0.506689	0.105908	0.108405	-0.243044	0.121088	0.083589	0.210334	0.113830	0.070535	0.128052
Probe 110	0.359508	-0.801913	-0.440123	-0.619976	-0.389646	0.521563	-0.589530	0.306963	-0.654755	-0.121368	-0.926568	-0.607035	-0.704786	0.208141	-0.728559	-0.449957	0.645194	0.675118	-0.587134	-0.512068	-0.470418	-0.542240	-0.833208	0.334181	-0.616302	0.114667	-0.091887	-0.689148	0.155967	0.397994	-0.651499	-0.739823	-0.994635	-0.739790	-0.691181	-0.649965	-0.624922	-0.549349	-1.011625	-0.539570	-0.544132	-1.025856	-0.694646	-0.652187	-0.716772	-0.721125	-0.551276	-0.827810	-0.897195	-0.605369	-0.473529	0.360238	0.635855	-0.577382	-0.945967	-0.337666	-1.001072	-0.717253	-0.760412	-0.473070	-0.567370	0.085553	-0.101935	-0.524698	-0.821617	0.365485	-0.640831	0.312061	0.744899	-0.703206	-0.670038	-0.572745	-0.647145	-0.785156	-0.527679	0.082165	-0.603846	-0.548754	-0.790877	-0.603912	-0.548481	-0.851792	-0.516147	-0.519939	-0.492541	-0.536828	-0.750395	-0.515486	-0.916634	0.448837	-0.767367	-0.981286	0.640667	-0.766566	-0.569094	-0.814292	-0.795922	-0.724266	-0.518688	-0.765819	-0.709753	-0.698387
Probe 111	1.214179	-0.006606	0.412149	0.114934	0.274226	1.409551	0.170055	1.399288	0.672950	0.333111	0.107897	0.182877	0.100137	1.126220	0.361242	0.188046	1.535724	1.676529	0.383561	0.191047	0.200036	0.149922	-0.125318	1.321062	0.169253	1.223108	0.372239	0.404088	1.071910	1.312979	0.010464	-0.012205	0.007288	0.377888	0.090003	0.198955	0.711478	0.412275	0.059564	0.437349	0.227818	0.067101	0.398839	0.096497	0.119017	0.406541	0.552210	0.108118	0.056997	0.069588	0.330979	1.499202	1.594490	0.194647	0.048039	0.239665	0.030266	0.652234	0.563578	0.245451	0.432737	0.905472	0.350832	0.347538	0.056041	1.516788	0.416772	1.425710	1.753627	0.616424	0.358027	0.164158	0.088006	0.263708	0.170107	1.177157	0.190843	0.471299	-0.051650	0.156469	0.381734	0.065202	0.422706	0.151837	0.197282	0.476356	0.437425	0.094308	-0.142964	1.271211	0.205229	0.073326	1.605486	0.571792	0.453437	-0.128712	0.530256	0.367617	0.410842	0.348097	0.291946	0.354174
Probe 112	1.426292	0.575141	0.549786	0.595382	0.550505	1.629366	0.523127	1.451448	0.902844	0.551255	0.417377	0.570131	0.423657	1.381061	0.652809	0.488840	1.639242	1.713130	0.663753	0.564306	0.564699	0.537208	0.433592	1.326814	0.644560	1.235968	0.579088	0.820553	1.294763	1.487858	0.476846	0.502860	0.484161	0.697900	0.505384	0.477753	0.998695	0.562586	0.420124	0.690741	0.498420	0.552355	0.760415	0.560079	0.456897	0.765143	0.482591	0.457376	0.570677	0.495989	0.673191	1.461896	1.757086	0.620484	0.464990	0.552476	0.439660	0.943755	0.872996	0.586451	0.743651	1.188956	0.620557	0.506980	0.429780	1.501259	0.807181	1.416143	1.778727	0.845059	0.736193	0.538128	0.501955	0.606910	0.536568	1.199384	0.627802	0.762539	0.456781	0.566283	0.424572	0.376000	0.564091	0.459866	0.447853	0.805285	0.740550	0.567753	0.321197	1.513449	0.633521	0.663279	1.785432	0.847062	0.738403	0.484363	0.793835	0.727451	0.681031	0.752841	0.667672	0.713647
Probe 113	0.921860	-0.528583	0.022964	-0.194366	-0.180225	1.057473	-0.559962	0.931199	0.120574	-0.049247	-0.759779	0.023538	-0.696648	0.800823	-0.484593	-0.607858	1.337635	1.538405	-0.456210	0.035500	-0.121654	0.037470	-0.477529	0.815439	-0.182122	0.698567	-0.022724	-0.273338	0.665762	1.011420	-0.511594	-0.422103	-0.786504	-0.427424	-0.665159	-0.584470	0.286993	0.030894	-0.676708	-0.036486	-0.604802	-0.792661	-0.381129	-0.468743	-0.660097	-0.299025	-0.325318	-0.715583	-0.711729	-0.674413	-0.085760	0.996106	1.418731	0.091256	-0.758311	-0.075023	-0.744618	0.097106	0.070595	-0.129343	-0.456618	0.489656	-0.022424	-0.112294	-0.588576	1.048834	-0.289177	0.925735	1.545344	0.125158	-0.352572	-0.687127	-0.564434	-0.536678	-0.152564	0.737683	-0.275736	-0.416500	-0.384773	-0.031947	-0.149860	-0.629010	-0.018396	-0.716210	-0.572301	-0.458925	-0.326019	-0.537839	-0.657154	0.956940	0.059502	-0.743233	1.279639	0.126331	-0.405182	-0.519875	-0.007693	-0.301073	-0.011277	-0.473429	-0.428432	-0.375401
Probe 114	0.778635	0.667131	0.954319	0.934925	0.874633	0.603033	0.792010	0.476238	1.162321	0.921788	0.772165	1.300795	0.470875	0.798660	1.201693	0.348481	0.748551	0.742677	0.972695	1.196482	0.930028	1.199501	1.128545	0.581977	0.927961	0.608239	0.981824	1.133561	0.852048	0.689540	0.850079	1.092615	0.887475	0.850016	0.722395	0.670507	1.006077	0.994798	0.709185	0.740520	0.816159	0.832729	0.729134	0.662460	0.815143	1.263864	0.999013	0.600011	0.829374	0.742182	0.893147	0.684679	0.762136	1.105848	0.793240	0.954362	0.604193	1.210274	1.150015	0.833964	0.811745	0.465883	0.946410	0.931457	0.656353	0.600356	1.192375	0.580872	0.836629	1.117113	1.195602	0.697304	0.621097	0.749506	0.986840	0.627474	0.890342	0.810332	0.828814	1.249936	0.895636	1.441331	1.018427	0.584357	0.753012	0.846792	1.113513	0.707876	1.109320	0.734889	1.361441	0.817068	0.594124	1.189063	0.852607	1.077058	1.073501	1.086591	0.916093	0.686176	0.773105	0.866878
Probe 115	-0.268686	-0.219822	-0.039241	-0.605758	-0.503663	-0.198066	-0.497043	-0.616888	-0.149502	-0.075147	-0.431840	-0.285479	-0.252347	-0.343484	-0.043761	-0.272061	-0.635081	-0.585788	0.011732	-0.317777	-0.666904	-0.345904	-0.596017	-0.592300	-0.641062	-0.656450	0.028553	-0.177160	-0.267671	-0.228754	-0.229223	-0.596832	-0.401991	-0.153318	-0.094639	-0.468880	-0.083574	-0.060122	-0.380621	-0.110114	-0.481018	-0.352958	-0.089684	-0.153797	-0.200138	-0.066666	-0.053085	-0.109654	-0.411189	-0.176694	-0.656685	-0.616766	-0.654376	-0.345694	-0.398213	-0.556326	-0.166689	-0.164201	-0.046052	-0.798046	-0.139494	-0.391761	0.014562	-0.054422	-0.124338	-0.547775	-0.025910	-0.524838	-0.634853	0.002180	-0.103198	-0.452107	-0.087876	-0.260655	-0.730588	-0.623623	-0.693664	0.015468	-0.495990	-0.318941	-0.168297	-0.880880	-0.020473	-0.406655	-0.463333	-0.095162	-0.107794	-0.233887	-0.722553	-0.252443	-0.291672	-0.406088	-0.317613	-0.071578	-0.149168	-0.565182	-0.133837	-0.094965	-0.059959	-0.155815	-0.136867	-0.113172
Probe 116	0.183588	-0.258495	-0.169286	-0.419235	-0.007946	0.223776	-0.551837	0.052179	-0.345021	0.020202	-0.266249	-0.262110	-0.501357	0.064806	-0.164625	-0.459710	0.091127	0.069566	-0.285967	-0.240570	-0.109973	-0.280585	-0.357911	0.000041	-0.342926	-0.007227	0.038561	-0.136249	0.138322	0.222085	-0.263748	-0.507266	-0.371727	-0.340349	-0.450701	-0.374657	-0.255781	-0.119494	-0.443276	-0.209052	-0.491138	-0.188080	-0.202261	-0.220106	-0.365621	-0.042412	0.009982	-0.345263	-0.394440	-0.401677	-0.250920	0.134393	0.037833	-0.345324	-0.238119	0.033473	-0.466598	-0.346805	-0.261329	-0.117872	-0.237192	0.032127	0.067566	-0.127449	-0.366097	0.070364	-0.308711	0.098785	0.181617	-0.312165	-0.120986	-0.335563	-0.453233	-0.304123	-0.225313	-0.089739	-0.299879	-0.265270	-0.463969	-0.315092	-0.241213	-0.467549	-0.147278	-0.471296	-0.428086	-0.202945	-0.279553	-0.480239	-0.424558	0.206669	-0.256356	-0.225167	0.332141	-0.241555	-0.250679	-0.428802	-0.344555	-0.083591	-0.130679	-0.342718	-0.241967	-0.227890
Probe 117	-0.662591	-0.968914	-0.762086	-1.874909	-1.471220	-0.297638	-0.468868	-1.002694	-0.831128	-1.171240	-0.940841	-0.873987	-0.616316	-0.601606	-1.280207	-0.157228	-0.795486	-0.582946	-0.610872	-0.805823	-1.623153	-0.923444	-1.357239	-0.973902	-2.024277	-1.133378	-1.373904	-1.545233	-0.735193	-0.383314	-1.226857	-1.415384	-0.895488	-1.071376	-0.806311	-0.353254	-0.802083	-0.690997	-1.160090	-0.846350	-0.536784	-1.096766	-1.002631	-0.898658	-0.704111	-1.546203	-0.456845	-0.761562	-0.927062	-0.652902	-1.454721	-0.949115	-0.770365	-0.889468	-0.956707	-1.721473	-0.887817	-0.793088	-0.728142	-2.376268	-0.323354	-0.716518	-1.116716	-0.856636	-0.940727	-0.791491	-1.339375	-0.909523	-0.515114	-0.585259	-1.312899	-0.446250	-0.884544	-1.110445	-1.445183	-1.209283	-1.803628	-0.371131	-1.287224	-0.859225	-1.069669	-1.667711	-0.705087	-0.447868	-0.451731	-0.461907	-1.189491	-0.987806	-1.557490	-0.446628	-0.668223	-1.302337	-0.196607	-0.805842	-0.479563	-1.347321	-0.750147	-1.282204	-0.845708	-1.079472	-1.094878	-1.103043
Probe 118	0.870363	-0.025517	0.272320	0.302316	0.529020	1.074308	-0.101372	0.626132	0.832732	0.477900	-0.186263	0.609137	-0.122939	0.791875	0.374306	-0.187569	1.054249	1.139718	0.381196	0.556371	0.446361	0.555668	-0.133997	0.512013	0.360696	0.449816	0.455996	0.476138	0.737293	0.911102	0.085098	-0.135879	-0.000140	0.239437	0.003452	-0.004101	0.936526	0.329824	-0.042501	0.287157	-0.151840	0.065641	0.286983	0.048001	0.025764	0.433676	0.680618	-0.036805	0.039416	-0.013162	0.463901	0.623043	1.115685	0.547486	-0.113051	0.609077	-0.090626	0.832252	0.844365	0.447280	0.391837	0.683522	0.556124	0.255828	-0.024427	0.663517	0.451973	0.629258	1.183909	0.805546	0.459185	-0.159610	0.052520	0.170660	0.330408	0.397505	0.359192	0.383186	-0.107826	0.557857	0.193767	-0.206389	0.314274	-0.181648	-0.095770	0.354322	0.463890	0.097633	-0.214177	0.909153	0.552861	0.020878	1.256880	0.878040	0.345407	-0.109349	0.761248	0.470619	0.338662	0.271372	0.235647	0.277192
Probe 119	0.386728	0.292768	1.133935	-0.264960	-0.320348	0.348972	0.001303	-0.362224	1.154652	-0.073115	0.529495	0.534883	0.202714	0.247683	0.779918	-0.169615	-0.882371	-0.654171	1.089772	0.419282	-0.209348	0.296602	-0.011491	-0.314544	-0.104479	-0.383547	0.086836	0.653297	0.453736	0.407755	0.517444	0.415163	0.522907	0.815461	0.310486	-0.035336	1.165329	1.189143	0.493395	0.990400	-0.179077	0.538884	0.876363	0.301147	0.450108	0.848677	1.076139	0.398317	0.596778	0.501647	-0.291319	-0.371612	-1.013725	0.333861	0.532375	-0.221174	0.106875	1.219998	1.223999	-0.447360	1.155995	0.294651	-0.021001	1.127685	0.339412	-0.403749	0.758330	-0.505554	-0.721129	1.266771	0.729243	-0.126703	0.227933	0.735907	-0.183668	-0.281714	-0.447302	1.193114	0.075489	0.516994	0.743306	0.294397	1.200606	0.074385	-0.085787	1.199916	0.786836	0.363435	0.214011	0.378009	0.718519	0.436548	0.248671	1.173923	1.234312	0.185875	1.208062	0.784091	1.089011	0.930690	0.783483	0.934958
Probe 120	-0.483957	-0.618159	-1.077471	-0.506287	-0.803350	-0.836969	-0.479117	-0.400411	-0.739730	-1.133470	-0.522641	-0.611835	-0.902059	-0.863985	-0.639004	-0.551720	-0.464299	-0.470642	-0.987555	-0.687203	-1.036192	-0.539753	-1.030204	0.102650	-0.660592	0.055856	-1.155140	-0.485296	-0.274198	-0.745542	-0.370577	-0.914340	-0.588997	-0.849204	-1.000934	-0.312925	-0.805896	-1.155646	-0.586622	-1.208377	-0.460530	-0.462684	-0.909561	-0.630813	-0.943710	-0.679118	-1.134543	-0.774956	-0.614225	-1.589887	-0.542084	-0.130962	-0.355617	-0.622343	-0.599797	-0.823254	-0.458221	-0.749666	-0.740931	-0.993962	-1.084165	-0.456188	-1.234719	-1.190948	-0.861222	-0.253200	-0.712904	-0.162773	-0.493960	-0.753551	-0.520487	-0.308445	-0.960916	-0.861912	-0.523267	0.096404	-0.422725	-1.041596	-0.977759	-0.598062	-1.057326	-0.804793	-1.182176	-0.390901	-0.474674	-1.047578	-0.699304	-0.436628	-0.686527	-0.747574	-0.616574	-0.433739	-0.683865	-0.802739	-0.954695	-0.824648	-0.716624	-0.588848	-1.111149	-0.942635	-0.927605	-0.965201
