Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62	Training experiment 63	Training experiment 64	Training experiment 65	Training experiment 66	Training experiment 67	Training experiment 68	Training experiment 69	Training experiment 70	Training experiment 71	Training experiment 72	Training experiment 73	Training experiment 74	Training experiment 75	Training experiment 76	Training experiment 77	Training experiment 78	Training experiment 79	Training experiment 80	Training experiment 81	Training experiment 82	Training experiment 83	Training experiment 84	Training experiment 85	Training experiment 86	Training experiment 87	Training experiment 88	Training experiment 89	Training experiment 90	Training experiment 91	Training experiment 92	Training experiment 93	Training experiment 94	Training experiment 95	Training experiment 96	Training experiment 97	Training experiment 98	Training experiment 99	Training experiment 100
Probe 341	7.605707	6.695707	8.309064	6.611410	6.602156	6.596349	6.214585	5.901004	7.263923	6.268007	8.496264	6.270115	6.198379	6.177715	5.919624	7.978650	9.238869	9.763020	7.064730	5.591106	7.041209	6.515147	9.004540	7.201871	6.407658	8.222525	8.754033	7.060649	6.115596	6.186231	5.905489	9.803456	6.426054	7.686348	7.806349	6.930190	6.964230	6.250277	6.867742	7.303695	6.319935	6.629383	7.868836	6.142125	6.072983	7.756585	6.853829	6.202524	7.816317	7.011257	10.448657	6.435713	9.198473	6.583724	8.255772	6.554796	5.401855	6.379533	7.947857	7.456002	6.156717	6.977212	9.400215	6.461701	7.193330	6.993249	8.341269	6.812712	8.890821	7.386512	6.651493	6.620338	6.136424	6.605777	6.754467	10.490385	6.571337	6.013845	9.409667	6.315568	6.153984	8.254305	6.768919	5.661147	9.457690	7.897180	10.342705	8.897134	5.975062	6.615121	8.925479	9.560494	7.033944	6.389830	5.387034	7.288130	6.342090	6.273980	6.405677	6.316060
Probe 342	9.492343	9.116700	7.847847	9.124951	8.697134	8.303961	8.870593	7.888101	6.397981	9.185286	9.074516	9.582954	8.554078	9.157676	9.080062	6.460761	7.562492	7.876997	8.623459	8.503551	8.894493	10.003602	9.241629	9.306156	8.538387	6.416075	8.720992	6.490377	7.597133	5.416694	9.779842	7.659569	7.026364	6.605999	6.654812	9.818053	9.288924	8.747034	9.328785	8.877341	9.511527	9.210792	6.357977	8.704390	7.864088	6.205038	8.809662	8.471881	8.951167	9.563658	8.313457	9.403157	8.936456	8.413161	8.951890	9.413671	6.081017	8.913765	8.911225	9.887309	8.652615	9.801844	7.658814	8.620207	6.226808	9.200808	9.286707	9.740020	6.421698	8.888780	9.361243	9.596107	6.821579	8.742251	8.694469	8.862943	9.298138	7.072510	9.405836	8.905184	8.270840	6.698164	7.126790	5.723805	6.927162	9.032869	8.393317	6.414564	9.216344	9.695813	8.936511	8.573584	9.432920	7.304033	5.678268	9.661534	9.993803	8.623133	8.675863	9.388014
Probe 343	10.884216	9.367377	10.253314	9.673868	11.757584	9.429035	9.585859	10.790095	9.399026	10.521918	10.529603	9.030940	11.572836	10.602940	11.369201	9.328258	9.960707	10.063037	8.715206	11.573685	11.229037	9.926770	9.209601	8.476221	9.120021	9.481283	8.810663	10.296678	11.001234	11.134622	9.059671	9.405635	11.157025	9.696827	9.287400	9.364500	10.523408	11.556671	9.323826	8.755330	11.187426	8.546496	8.852750	11.316490	9.759834	9.279654	10.888474	9.510500	9.452652	9.274713	10.172359	10.602914	8.729699	9.205350	9.239923	9.486142	8.563067	10.197307	10.830597	9.126339	11.289425	9.673137	9.373774	11.252797	8.812012	8.824352	10.076905	9.329527	9.314647	9.482058	9.515950	9.167361	11.622848	9.615491	10.778051	11.181003	9.361161	11.623350	9.236502	11.329639	9.422231	9.048883	11.510745	11.079524	9.587873	8.718672	8.650334	9.623652	11.020231	9.318219	8.897846	10.627022	9.770204	11.906227	8.967473	9.117176	9.274369	10.329499	11.148839	11.371837
Probe 344	6.667976	5.607717	6.987886	5.631707	6.279948	5.286730	6.020074	5.827012	9.001237	5.355255	7.269474	5.996691	5.830060	5.487722	5.842855	8.475838	7.693690	7.942851	5.874532	5.994279	6.473993	5.962906	7.975722	6.290489	5.578365	8.713551	7.380032	6.519211	6.296575	6.617121	5.366479	8.336060	6.248737	8.887701	7.526692	5.418270	5.680579	5.533511	5.417259	7.096513	6.006998	5.637285	7.722150	6.061129	5.693083	8.993978	6.622208	5.942295	6.877876	5.461806	8.243592	6.055496	7.474961	5.265291	7.545838	5.195862	6.094684	5.534916	6.305026	5.625596	5.803302	6.361176	7.870707	6.339782	8.728132	5.467723	7.238734	5.864291	7.957761	6.263247	5.819944	6.018032	6.448176	5.310032	6.606774	8.850366	5.603384	6.456200	7.571490	5.818585	6.141793	7.867664	6.156820	6.234819	8.901351	6.280967	8.754813	9.062034	5.594685	5.685161	7.281032	8.263086	5.806889	6.414912	5.858177	5.694682	6.035756	5.950031	5.515505	6.369994
Probe 345	6.612626	7.108476	6.120621	8.421825	8.955446	6.331059	8.334021	7.063592	5.893966	9.142944	6.895394	6.755017	8.003298	8.797134	7.200774	6.325820	5.747384	6.029771	6.840545	9.382494	9.177620	7.916080	5.924100	6.758156	8.034087	5.839180	8.194164	11.101714	7.141815	7.456426	6.757616	7.550819	7.528062	5.798596	5.865249	7.162200	7.707617	7.755108	6.668441	6.713173	7.331765	6.875437	6.566797	8.267627	6.375581	5.919196	7.275815	8.272392	6.410881	6.732503	5.805165	7.355369	8.377526	6.194204	6.811669	8.199422	6.756117	6.847607	6.837091	6.579659	7.977307	6.817616	7.582229	8.841315	5.930592	6.533841	6.818338	7.831878	7.237974	8.114719	8.048113	7.011092	7.893152	8.839516	7.143102	6.010975	8.111150	7.872795	8.466546	8.419729	7.190088	6.051175	7.700362	7.349680	5.924511	7.080579	7.493913	5.788673	8.614981	7.875521	7.998611	6.670777	8.288445	8.713861	7.752825	6.732486	7.305069	6.416533	7.834540	8.295249
Probe 346	4.505059	7.819545	5.034754	7.251179	6.243213	7.851538	6.602435	5.635187	4.540633	7.386089	4.736336	6.465963	6.375165	7.474495	7.445289	5.551590	5.069472	4.662574	5.751445	5.616964	5.790444	6.205490	6.588477	6.517622	6.519268	5.047573	6.437047	5.620576	6.337031	6.662816	5.860508	5.050793	7.221754	5.545769	5.356690	7.923350	6.230351	6.516534	7.893680	6.243201	7.558863	6.113400	5.112424	6.584253	4.555949	4.972331	6.162441	6.523985	7.234749	8.037078	4.753532	7.646430	6.360445	7.551436	5.732226	6.950557	5.174064	8.300760	5.454731	8.285225	6.709656	7.750383	5.342191	7.109960	4.714580	7.359559	5.022291	8.330031	6.479294	6.604699	6.826123	6.252084	6.391476	6.939529	5.608564	4.813852	6.807493	6.715401	6.484028	6.518775	5.782634	5.773221	7.233366	6.398566	5.857428	6.569097	6.168957	5.658146	7.337887	8.041957	7.305389	4.688254	7.289389	5.744776	4.879307	8.226563	5.848941	6.966584	6.966587	6.660640
Probe 347	5.085328	4.948879	4.919772	5.019005	10.156821	4.796405	5.124288	4.694477	4.827877	8.201708	5.265648	5.152546	9.930626	8.286931	8.571064	4.759989	4.866010	4.859918	5.076528	5.176424	4.795254	7.602563	4.747685	4.986820	4.898539	4.647316	4.945095	4.735663	5.089840	5.136533	4.822933	6.498938	4.979862	4.637258	5.164682	4.879858	6.305772	10.168519	4.948454	6.640921	8.608904	4.985976	4.775467	9.084684	4.887698	4.770119	9.377688	5.405143	4.726690	4.757027	4.962145	8.884841	4.814094	4.733738	7.872667	4.813652	5.041242	4.919718	5.115795	5.026656	10.389833	7.073049	6.634051	9.831650	4.933647	4.972398	5.405657	5.741345	5.072160	5.065243	5.201134	5.323308	4.788919	5.250455	9.057819	4.773648	5.270988	4.787961	4.796044	8.651522	7.698755	4.974111	4.765755	5.116103	4.625637	4.936627	4.849772	4.559109	8.809835	5.617370	5.061176	4.772217	5.001335	4.970829	4.857283	4.943740	5.987065	5.335506	9.960575	4.825741
Probe 348	9.608502	4.693399	9.510350	9.907953	4.728509	4.862494	10.124585	4.511469	4.498462	10.574077	9.251011	10.482758	5.016155	10.291651	8.648806	4.965098	8.521728	9.739866	9.700687	4.715622	4.773839	9.855311	4.687750	10.252240	8.995547	4.596072	4.922171	4.774968	5.223256	5.226330	9.960776	8.301883	4.854169	4.810229	5.623772	4.724435	9.741150	4.952014	4.768482	7.883225	9.533078	9.360296	4.916127	5.110155	4.452103	4.454930	4.655546	9.261666	4.785181	4.601475	10.470258	8.663700	4.821177	4.876665	8.207435	9.367794	5.249291	5.083572	11.355931	4.363806	4.979140	9.449764	8.180244	4.939827	4.667926	4.833476	9.556266	10.433495	4.723347	9.159369	9.700706	9.574234	4.896413	9.832726	4.883801	11.305646	9.845261	4.732417	4.744689	8.104361	8.563317	4.611107	4.720570	5.085402	4.918386	10.240531	4.875090	4.566898	9.847137	10.223641	5.059536	9.964564	10.261640	4.897369	5.232834	4.678613	9.509548	7.185795	4.760706	4.589187
Probe 349	10.511376	8.259559	8.267828	10.537829	11.264366	7.696418	10.265858	8.791384	8.575403	11.714007	10.138959	10.761716	11.287568	11.384068	10.851676	9.018116	8.811405	8.400378	10.416218	9.103709	9.763554	10.962523	9.064087	10.754285	10.271742	8.458499	8.744517	7.850724	8.960580	9.263063	10.600757	9.892867	8.812739	8.863122	9.343263	8.910961	10.458707	11.101148	7.749816	10.212345	10.958947	10.850344	8.970999	10.198574	8.686609	8.655178	11.312697	10.153199	7.453351	8.267085	8.297467	10.785624	9.072025	6.858738	10.263787	10.500924	8.778406	7.854708	9.020382	8.729075	11.220954	11.065628	10.128166	11.316259	8.924349	8.177924	10.432980	10.953633	8.940301	10.732809	10.644742	10.987330	9.366342	10.371159	11.483233	8.836648	10.647416	9.267229	8.391599	10.633991	10.171110	8.958219	8.717164	8.808462	8.979995	10.659197	8.224812	8.820437	11.052624	10.807766	7.866399	9.893286	10.357921	9.441270	8.883761	8.555931	11.204559	10.197018	10.765058	9.538012
Probe 350	9.239493	9.522786	8.240299	10.004828	8.661095	8.803344	9.716894	6.827886	7.944414	9.460754	8.767759	9.082784	8.573759	9.439741	8.445766	7.290662	7.332582	8.236210	9.496116	6.929372	6.940290	9.198030	6.965797	9.449788	10.119614	7.073731	8.125430	7.188025	7.039779	6.638681	8.816823	8.535490	7.071801	7.191223	7.468920	9.357639	10.092675	8.325135	8.845835	8.429725	8.464721	9.362388	7.732637	8.446575	7.117911	7.366790	8.165374	10.091825	8.303182	9.028412	8.322585	8.600837	8.104299	8.533836	8.748111	10.119966	7.268468	9.523979	8.272822	8.928828	8.693016	8.983337	8.196380	8.486952	7.735538	8.788651	9.189777	10.045044	7.193306	9.982732	10.025122	9.411541	6.754636	10.176193	8.271074	7.804216	10.038163	7.020327	8.120682	9.433930	8.707344	7.561794	6.994931	7.299393	7.299145	9.542751	8.061470	6.933649	9.380997	10.102923	8.039083	8.147301	10.028592	6.776360	6.863543	9.151226	8.806872	8.649750	8.219747	7.743469
Probe 351	8.243199	9.827481	10.261184	4.963324	4.870673	10.373354	4.624301	7.595321	9.871750	4.316541	8.975519	8.047683	5.254222	4.574983	4.690317	10.191982	10.336723	10.221016	7.514660	7.531206	11.269971	4.468816	11.141641	7.598875	5.122947	9.903832	11.347836	9.542519	7.308344	10.017937	9.274013	5.309168	7.547555	10.189028	8.930411	10.533660	6.399278	7.044351	11.495727	5.149930	4.809232	7.735015	9.904768	4.868437	7.255724	9.682096	6.490403	4.832392	11.470430	11.084289	10.276538	4.807691	11.297984	10.754356	5.015305	5.102954	8.208329	9.960393	8.841222	10.943227	4.955456	5.000958	6.131579	4.972098	9.315725	10.990303	8.421437	5.249833	11.148987	5.130353	4.892078	4.904268	9.922880	4.692768	4.895000	9.848766	5.100536	9.950639	11.297264	5.189798	4.660695	10.160486	6.584694	6.549094	10.763042	7.969932	12.077557	9.954030	5.021614	4.980538	11.629572	9.564279	5.118815	10.854022	7.190478	10.661716	4.881849	5.021752	5.366490	10.015106
Probe 352	4.952434	5.952100	5.313461	5.093753	7.378052	5.999333	5.064826	11.486458	7.348398	8.339402	5.056293	5.341852	6.848765	8.209859	6.000180	8.955287	5.192471	5.117814	5.015103	12.183515	8.374325	6.024336	4.876528	5.213154	5.138442	6.808018	6.334886	11.461221	8.696407	6.877362	5.405738	4.947987	7.638989	8.623253	7.848462	5.216691	5.449999	7.564148	5.060533	4.742287	6.225526	4.786703	7.348198	5.101027	10.705121	6.630164	11.307105	5.565462	5.334090	5.066625	5.058742	5.466615	5.702272	6.623036	4.855084	4.881569	7.972247	5.586736	5.537328	5.433686	7.085135	5.762449	5.010158	7.308193	8.335255	6.384964	5.304316	5.161550	11.435572	5.064659	5.277397	5.305992	8.080891	5.079509	10.350548	4.851688	4.915833	8.994330	4.899519	7.552238	5.302641	6.886009	8.015327	9.698111	5.023102	4.749149	5.795773	5.141703	8.762007	5.094364	5.422126	5.426083	5.042323	9.042401	10.241975	5.344255	5.495791	5.730082	7.221396	10.807078
Probe 353	5.798025	6.730693	5.552821	5.473960	8.119993	6.827940	6.014326	11.294776	7.526265	7.502202	5.788087	6.026397	7.039157	7.061293	6.391982	9.023876	6.443273	5.675691	5.863835	12.357259	8.677581	6.405246	5.588896	5.419584	6.056862	7.078934	6.603264	11.869745	9.483091	7.509554	6.322272	5.471718	8.955269	8.922185	7.325741	5.830839	6.366469	7.689449	5.926844	5.386942	6.880185	5.778438	8.176415	5.421276	10.584091	6.509717	11.016195	6.152684	5.932967	5.976931	5.473731	5.907819	5.907456	7.442143	5.328331	5.888464	8.329376	6.207238	6.407261	6.554386	7.264081	6.415479	5.863514	7.220020	8.480460	7.147389	6.220446	6.077964	10.910015	5.803097	6.174035	5.876706	8.451499	5.608967	10.011841	5.425273	5.971040	9.015163	5.293675	7.956863	6.017444	7.070290	8.966235	11.328078	5.852659	5.799718	6.331727	6.112321	8.142508	5.890557	6.083520	6.484848	5.783629	9.287665	10.112304	6.518589	5.992957	6.303811	7.154087	10.998677
Probe 354	8.719512	8.161564	7.359538	8.821326	8.807259	8.405109	8.105014	10.059592	9.070022	9.308294	9.083042	7.061693	8.480602	9.281929	9.591041	8.335257	7.864025	7.026849	7.843289	10.675703	9.224968	10.636099	6.805393	6.583783	9.132258	8.436559	7.257444	10.336985	8.769409	8.272305	6.272768	8.705590	8.341486	8.520988	8.372086	7.954886	9.446631	8.968280	8.073039	10.647665	9.911229	7.415972	7.773058	10.019628	9.961694	8.379128	7.366663	9.056673	7.550826	7.724688	6.402552	9.884617	7.631137	9.125675	10.670072	9.240443	7.893850	7.318434	6.372207	7.618245	8.394460	10.052030	9.062909	7.980945	8.471657	8.770046	8.716767	9.125850	8.858256	8.891883	9.398063	10.031825	8.852629	9.248008	7.151325	5.848317	9.200769	8.497360	7.455056	9.637741	10.205997	7.504124	8.371772	8.469077	7.174272	7.385413	6.336748	7.445693	9.423753	8.969168	7.284174	8.061589	9.155610	9.633783	8.735166	7.486408	10.526431	9.866731	8.518439	10.205562
Probe 355	8.708258	7.553457	6.949782	10.485424	9.303477	8.509116	9.678663	8.158153	7.929394	10.096006	8.586968	8.810142	8.958039	9.772292	9.326127	9.021161	6.733598	7.067595	9.969424	9.808489	9.222713	9.920113	6.361806	9.412592	10.200580	8.251975	7.288337	9.133784	8.684341	9.194638	8.607099	8.383818	8.629835	7.981794	7.756018	6.891786	10.128983	8.625844	6.891245	8.148342	9.347635	9.415148	7.678851	9.269909	7.908491	7.731101	8.312554	10.383792	6.971821	6.981467	6.743378	9.377058	7.173584	8.577920	8.726931	9.986171	7.251480	8.479112	8.226281	7.021790	9.020272	9.689716	8.382562	9.193030	8.140911	7.984093	8.579351	9.956958	9.902203	10.014308	10.050540	9.508745	8.914153	10.402155	8.185481	7.060876	9.898617	8.850174	8.036425	9.859058	9.583382	7.365499	8.982793	9.032566	7.432229	9.815813	6.627766	7.860370	9.725643	9.948259	7.476646	8.047756	9.963874	8.734739	7.884627	7.038458	9.755140	9.704007	8.655364	9.802654
Probe 356	7.455664	6.731442	6.725126	9.149451	12.342639	6.539418	8.362827	6.436565	6.394275	10.488131	7.666890	7.137482	11.958358	10.323323	8.431014	6.595660	6.212406	6.650772	8.034236	7.001316	6.611920	7.613310	6.208672	7.612139	8.279595	6.424257	6.925369	6.534430	6.666433	6.586782	7.467812	7.111949	7.038528	6.508984	6.761150	6.613901	8.514186	11.276620	6.837818	6.902823	8.276046	6.948837	7.031916	9.040215	6.731965	6.392736	12.512435	8.912571	6.737649	6.492384	6.516306	8.281181	6.448799	6.439838	6.964312	8.153062	6.723647	6.813134	7.060321	6.643659	11.860871	7.441238	7.446387	12.303663	6.535610	6.711142	7.655119	7.774014	6.748274	7.357001	8.173448	7.155243	6.470092	9.446003	12.739538	6.634005	8.160581	6.552363	6.631099	8.845857	8.121295	7.097288	6.527449	7.206272	6.350970	7.714892	6.417282	6.180505	10.423607	7.700368	6.463017	6.931862	8.431841	6.582094	6.386993	6.664634	6.590737	7.394839	11.593446	6.719183
Probe 357	8.057248	8.061712	9.660877	9.532839	6.256238	10.627515	8.282618	9.518244	8.206846	8.378487	8.452384	8.938302	6.388931	8.502699	7.950713	9.095139	9.940157	9.315034	8.351538	10.278527	10.402333	10.485722	7.803242	8.186444	10.442698	9.794394	8.647933	6.044823	9.146734	10.378717	7.770149	7.464377	9.058966	9.106693	9.612806	7.194841	7.880687	6.293685	7.541472	10.132135	8.421627	9.405030	8.348712	8.686324	9.352809	9.364758	6.347190	8.891098	8.658641	7.399795	8.788733	9.170121	9.128321	10.932934	10.083375	10.762015	9.148266	7.711099	7.338722	7.603842	6.193207	10.699336	8.009733	6.369406	8.215725	9.572720	8.157137	10.443004	8.634973	10.477982	10.688095	10.519424	9.547347	9.264277	5.950413	8.045281	10.525147	9.703870	8.216308	8.553029	9.552153	8.697465	9.290392	9.655609	8.815015	8.028971	8.901156	9.177655	8.944903	10.332560	7.324325	8.164527	10.435316	9.157487	9.491217	7.425268	10.460267	10.507443	6.215850	8.860717
Probe 358	7.354151	5.868153	8.451988	5.451075	6.116457	5.496087	6.156857	8.845636	7.682761	6.232462	7.600101	6.006328	6.144220	6.115239	6.023551	7.992961	9.152140	9.047214	6.237317	8.724609	9.878017	5.884474	9.165789	6.291921	5.519489	8.732309	8.142667	9.048010	9.315971	9.123088	5.800527	8.335285	9.495016	8.103928	8.036650	5.940505	5.961982	5.767951	6.102076	7.458935	5.956455	6.513686	7.650906	6.006436	8.772357	8.517397	6.760765	5.601974	7.180016	6.188603	9.522238	6.014403	8.842631	5.647865	7.454417	5.648853	6.796298	5.838986	6.981482	6.070534	5.823787	6.510848	8.358670	6.283343	8.218886	5.687365	7.960980	5.746407	7.979895	6.493626	5.403389	6.376489	8.834866	5.471461	6.772469	8.970543	5.834782	9.145509	8.084867	6.059689	6.172246	7.752641	9.723753	9.183695	9.004765	6.518267	9.097562	9.185544	5.961530	5.826405	7.563827	8.695296	5.418980	8.958027	7.298140	6.208939	6.291950	6.364456	5.921496	9.545018
Probe 359	8.270794	7.212030	7.620822	7.154563	9.151032	9.162744	6.842624	9.988169	7.732302	8.489163	8.340025	6.882058	9.196827	8.019470	8.601059	7.276364	8.014946	7.386736	7.057826	7.338413	7.026767	8.269035	6.080859	6.735521	7.215249	7.052184	7.226603	6.125027	8.375767	7.745382	7.704533	7.777362	7.553704	7.182951	6.704227	6.856861	8.932527	8.801796	7.759052	7.393594	8.909261	6.960391	7.302831	8.893747	10.273830	7.646342	10.137256	7.257005	7.510694	7.397388	7.243217	8.586913	7.619043	9.028520	7.864629	7.537037	10.563796	7.333148	7.173005	6.981221	9.300966	8.593894	8.190417	9.396186	7.445800	8.188533	8.826494	7.741979	7.249352	7.167327	7.636801	7.892159	7.943907	7.097621	10.296369	7.305666	7.277954	7.719414	7.172182	8.638438	8.955717	7.248266	7.672773	7.865252	6.650690	6.769681	6.373293	6.303001	8.488666	7.720071	6.686135	8.016939	7.512592	6.625322	10.574302	6.989153	7.822523	7.995078	9.190279	7.149962
Probe 360	6.086016	8.479116	6.367918	6.148628	6.494281	6.183213	6.550279	6.205132	6.079143	6.644301	6.175461	6.271871	6.521958	6.590320	6.381719	6.938524	5.901466	6.077849	6.145971	6.340117	6.247262	6.183376	9.375077	6.162113	6.608002	6.546995	11.413311	6.125675	6.415454	6.415315	6.341804	6.045195	6.276863	6.554033	5.964174	8.831758	6.029099	6.631179	9.995751	6.273515	6.111438	6.339725	7.982656	6.072650	6.248963	6.185192	6.259130	6.356672	10.775856	9.169340	6.107036	6.066534	11.357698	6.211914	5.924779	5.975671	6.740328	7.842258	6.705109	8.744707	6.236391	6.164904	6.242355	6.054213	6.227418	7.634488	5.912844	6.124655	7.930719	6.084940	5.814291	6.447394	6.278034	6.173264	6.118514	6.092109	6.077380	6.542296	11.720608	6.421153	6.375207	8.819970	6.424805	6.611666	8.863156	6.132599	10.920281	7.120187	6.178364	6.150225	11.575475	5.770036	5.823883	6.016049	6.452913	8.706172	6.031224	6.529371	6.177358	6.865284
Probe 361	10.765590	9.394169	7.599928	10.904969	12.645807	10.053635	10.498835	9.657738	8.817618	11.919978	10.625731	11.128822	12.101408	11.680702	11.768045	10.030807	7.339838	8.795227	11.186747	11.334752	11.561074	11.565768	9.921297	11.312692	10.766141	8.364523	8.231102	12.384079	11.172032	10.796573	11.297640	10.438378	11.067569	9.180427	8.792196	9.474614	11.293489	12.000336	9.418165	10.876224	11.948747	11.834735	8.810933	11.558070	9.796169	7.866270	12.012724	10.574291	8.939316	9.503345	8.765450	11.653857	8.475443	9.782835	11.281910	10.884508	7.596646	9.137023	9.950258	9.415399	12.206690	11.427084	10.650414	12.455248	8.968736	9.713832	10.861598	11.126026	11.090047	11.330627	10.962723	11.240486	10.843389	10.757027	12.215935	9.384284	10.753682	10.989757	8.354638	11.361893	11.704793	8.502900	11.471443	10.947089	8.528559	11.264810	8.255068	8.310443	11.429759	11.113485	8.776483	10.027592	10.733360	10.693017	8.346629	9.533617	11.443830	10.648600	11.666119	11.589549
Probe 362	6.247810	10.325772	6.223783	6.190749	7.018948	7.397204	6.235208	11.137321	6.686798	6.329538	6.231247	6.032742	6.901025	6.764686	7.359632	7.288190	6.797626	6.092044	6.025530	8.424199	9.550407	6.740934	8.648298	6.152085	6.311925	6.599918	6.243485	8.043319	10.354052	10.017189	6.116239	6.963532	10.102995	6.927916	6.580908	10.479474	7.149346	7.328489	8.930612	6.023232	7.517621	5.839562	6.510846	7.153233	11.100553	6.460669	7.937224	6.192040	6.801420	10.080033	5.979968	7.223610	5.910519	6.991708	5.932224	6.344973	10.909285	10.167934	6.238217	10.608855	7.220624	6.683730	7.365226	7.093398	6.442902	8.457101	6.259730	6.335901	7.392199	6.085189	6.444624	6.176684	9.554585	6.352949	7.168652	5.836262	6.488559	9.865233	5.786680	7.046735	7.015943	7.005463	10.479118	9.815693	5.821354	5.832650	5.933397	5.828376	6.635636	6.221023	6.031025	5.903179	6.110166	8.928877	10.249452	10.445741	6.343328	6.501894	6.827238	9.611818
Probe 363	6.421574	7.676841	6.603177	6.486624	7.519656	7.816883	6.721299	11.919304	6.587568	7.364791	6.798198	7.147792	7.191978	6.917911	8.362651	6.772507	6.261768	6.530743	7.268181	10.078007	9.381287	8.796762	9.949871	6.777456	7.146801	7.021224	7.129062	7.961567	10.467371	9.489345	8.558674	5.823371	8.709632	6.277963	6.488737	7.406495	7.442918	6.938007	8.048473	6.952441	8.588097	7.424007	6.822067	8.042421	11.982734	6.703651	8.197189	6.670132	8.266279	7.569273	5.887334	8.182308	6.988642	7.136481	7.681153	6.750287	12.060489	7.396004	6.508246	8.053151	6.884967	7.572823	6.472283	7.771991	6.326971	7.817048	6.724918	7.649412	7.159272	6.632624	7.132464	7.418632	9.737888	6.610318	7.897373	5.781066	6.754353	9.414637	7.858008	7.081862	8.567680	6.926410	8.753026	9.902219	6.171877	6.823108	7.168935	6.273766	7.728104	7.368926	7.718044	6.124139	7.529292	8.260902	12.116675	7.831480	8.734765	7.783807	7.040856	10.072008
